PROTID,PROTLEN,ISFWD,DEFLINE,NUMXML,ALL_ID,MAXPW,ALL_PW,ALL_LOCALPW,MAXINIPROB,WT_MAXINIPROB,MAXINIPROBUNIQ,ALL_NUMPEPSTOT,ALL_NUMPEPSUNIQ,ALL_NUMSPECSTOT,ALL_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_04_ID,X2018_MARCH_12_CORAL_JAA_04_PW,X2018_MARCH_12_CORAL_JAA_04_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_04_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_04_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_04_TOTNSAF,X2018_MARCH_12_CORAL_JAA_04_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_04_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_04_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_04_ADJNSAF,X2018_MARCH_12_CORAL_JAA_05_ID,X2018_MARCH_12_CORAL_JAA_05_PW,X2018_MARCH_12_CORAL_JAA_05_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_05_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_05_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_05_TOTNSAF,X2018_MARCH_12_CORAL_JAA_05_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_05_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_05_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_05_ADJNSAF,X2018_MARCH_12_CORAL_JAA_06_ID,X2018_MARCH_12_CORAL_JAA_06_PW,X2018_MARCH_12_CORAL_JAA_06_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_06_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_06_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_06_TOTNSAF,X2018_MARCH_12_CORAL_JAA_06_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_06_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_06_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_06_ADJNSAF,X2018_MARCH_12_CORAL_JAA_07_ID,X2018_MARCH_12_CORAL_JAA_07_PW,X2018_MARCH_12_CORAL_JAA_07_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_07_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_07_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_07_TOTNSAF,X2018_MARCH_12_CORAL_JAA_07_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_07_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_07_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_07_ADJNSAF,X2018_MARCH_12_CORAL_JAA_12_ID,X2018_MARCH_12_CORAL_JAA_12_PW,X2018_MARCH_12_CORAL_JAA_12_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_12_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_12_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_12_TOTNSAF,X2018_MARCH_12_CORAL_JAA_12_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_12_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_12_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_12_ADJNSAF,X2018_MARCH_12_CORAL_JAA_13_ID,X2018_MARCH_12_CORAL_JAA_13_PW,X2018_MARCH_12_CORAL_JAA_13_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_13_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_13_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_13_TOTNSAF,X2018_MARCH_12_CORAL_JAA_13_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_13_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_13_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_13_ADJNSAF,X2018_MARCH_12_CORAL_JAA_14_ID,X2018_MARCH_12_CORAL_JAA_14_PW,X2018_MARCH_12_CORAL_JAA_14_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_14_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_14_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_14_TOTNSAF,X2018_MARCH_12_CORAL_JAA_14_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_14_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_14_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_14_ADJNSAF,X2018_MARCH_12_CORAL_JAA_20_ID,X2018_MARCH_12_CORAL_JAA_20_PW,X2018_MARCH_12_CORAL_JAA_20_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_20_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_20_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_20_TOTNSAF,X2018_MARCH_12_CORAL_JAA_20_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_20_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_20_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_20_ADJNSAF,X2018_MARCH_12_CORAL_JAA_21_ID,X2018_MARCH_12_CORAL_JAA_21_PW,X2018_MARCH_12_CORAL_JAA_21_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_21_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_21_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_21_TOTNSAF,X2018_MARCH_12_CORAL_JAA_21_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_21_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_21_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_21_ADJNSAF,X2018_MARCH_12_CORAL_JAA_22_ID,X2018_MARCH_12_CORAL_JAA_22_PW,X2018_MARCH_12_CORAL_JAA_22_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_22_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_22_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_22_TOTNSAF,X2018_MARCH_12_CORAL_JAA_22_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_22_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_22_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_22_ADJNSAF,X2018_MARCH_12_CORAL_JAA_23_ID,X2018_MARCH_12_CORAL_JAA_23_PW,X2018_MARCH_12_CORAL_JAA_23_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_23_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_23_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_23_TOTNSAF,X2018_MARCH_12_CORAL_JAA_23_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_23_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_23_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_23_ADJNSAF,X2018_MARCH_12_CORAL_JAA_25_ID,X2018_MARCH_12_CORAL_JAA_25_PW,X2018_MARCH_12_CORAL_JAA_25_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_25_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_25_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_25_TOTNSAF,X2018_MARCH_12_CORAL_JAA_25_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_25_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_25_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_25_ADJNSAF,X2018_MARCH_12_CORAL_JAA_27_ID,X2018_MARCH_12_CORAL_JAA_27_PW,X2018_MARCH_12_CORAL_JAA_27_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_27_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_27_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_27_TOTNSAF,X2018_MARCH_12_CORAL_JAA_27_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_27_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_27_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_27_ADJNSAF,X2018_MARCH_12_CORAL_JAA_29_ID,X2018_MARCH_12_CORAL_JAA_29_PW,X2018_MARCH_12_CORAL_JAA_29_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_29_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_29_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_29_TOTNSAF,X2018_MARCH_12_CORAL_JAA_29_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_29_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_29_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_29_ADJNSAF,X2018_MARCH_22_JPG_CORAL_08_ID,X2018_MARCH_22_JPG_CORAL_08_PW,X2018_MARCH_22_JPG_CORAL_08_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_08_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_08_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_08_TOTNSAF,X2018_MARCH_22_JPG_CORAL_08_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_08_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_08_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_08_ADJNSAF,X2018_MARCH_22_JPG_CORAL_10_ID,X2018_MARCH_22_JPG_CORAL_10_PW,X2018_MARCH_22_JPG_CORAL_10_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_10_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_10_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_10_TOTNSAF,X2018_MARCH_22_JPG_CORAL_10_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_10_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_10_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_10_ADJNSAF,X2018_MARCH_22_JPG_CORAL_14_ID,X2018_MARCH_22_JPG_CORAL_14_PW,X2018_MARCH_22_JPG_CORAL_14_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_14_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_14_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_14_TOTNSAF,X2018_MARCH_22_JPG_CORAL_14_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_14_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_14_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_14_ADJNSAF,X2018_MARCH_22_JPG_CORAL_15_ID,X2018_MARCH_22_JPG_CORAL_15_PW,X2018_MARCH_22_JPG_CORAL_15_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_15_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_15_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_15_TOTNSAF,X2018_MARCH_22_JPG_CORAL_15_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_15_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_15_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_15_ADJNSAF,X2018_MARCH_22_JPG_CORAL_16_ID,X2018_MARCH_22_JPG_CORAL_16_PW,X2018_MARCH_22_JPG_CORAL_16_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_16_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_16_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_16_TOTNSAF,X2018_MARCH_22_JPG_CORAL_16_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_16_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_16_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_16_ADJNSAF,X2018_MARCH_22_JPG_CORAL_18_ID,X2018_MARCH_22_JPG_CORAL_18_PW,X2018_MARCH_22_JPG_CORAL_18_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_18_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_18_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_18_TOTNSAF,X2018_MARCH_22_JPG_CORAL_18_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_18_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_18_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_18_ADJNSAF
lcl|c228527_g1_i1|m.13403,173,1,lcl c228527_g1_i1 g.13403  ORF lcl c228527_g1_i1 g.13403 lcl c228527_g1_i1 m.13403 type:5prime_partial len:173 (+) lcl c228527_g1_i1:1-519(+),11,1640-a,0.9836,0.9999,0.9999,0.9985,1,0.9985,2,2,12,12,973-a,0.9836,1,1,2,35.2301,2,39.8763,2,39.2589,883-a,0.927,1,1,1,19.1549,1,21.2489,1,21.2513,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1035-a,0.9005,1,1,1,17.1349,1,18.503,1,18.7972,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,894-a,0.8827,1,1,1,22.3954,1,26.6319,1,25.9272,null,0,0,0,0,0,0,0,0,0
lcl|c228621_g3_i1|m.13469,135,1,lcl c228621_g3_i1 g.13469  ORF lcl c228621_g3_i1 g.13469 lcl c228621_g3_i1 m.13469 type:5prime_partial len:135 (+) lcl c228621_g3_i1:2-406(+),8,1641-a,1,0.9999,0.9999,0.999,1,0.999,2,2,10,10,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,775-a,0.9887,1,1,1,23.1679,1,25.1663,1,26.0451,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,701-a,0.9884,1,1,1,25.2476,1,27.871,1,28.5607,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,677-a,0.9914,1,1,1,28.6993,1,34.1282,1,33.2252,null,0,0,0,0,0,0,0,0,0
lcl|c228742_g3_i1|m.13609,150,1,lcl c228742_g3_i1 g.13609  ORF lcl c228742_g3_i1 g.13609 lcl c228742_g3_i1 m.13609 type:complete len:150 (+) lcl c228742_g3_i1:87-536(+),28,1642-a,0.996,0.9999,0.9999,0.9904,1,0.9904,3,3,33,33,1125-a,0.7212,1,1,1,20.316,1,22.9953,1,22.6393,1463-a,0,1,1,1,22.092,1,24.5071,1,24.5098,1148-a,0.3619,1,1,1,22.4446,1,24.5102,1,24.5909,1103-a,0.3706,1,1,1,19.5402,1,21.5867,1,21.6132,null,0,0,0,0,0,0,0,0,0,1118-a,0.3744,1,1,1,20.8511,1,22.6496,1,23.4406,1058-a,0.8225,1,1,1,21.5504,1,23.6657,1,24.0489,null,0,0,0,0,0,0,0,0,0,846-a,0.5158,1,1,1,31.0433,1,33.4756,1,33.9641,1133-a,0.4539,1,1,1,19.7622,1,21.3401,1,21.6794,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,880-a,0.8626,1,1,1,23.2978,1,25.8016,1,26.9326,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,916-a,0.417,1,1,1,27.6032,1,30.367,1,31.5191
lcl|c228833_g2_i1|m.13698,204,1,lcl c228833_g2_i1 g.13698  ORF lcl c228833_g2_i1 g.13698 lcl c228833_g2_i1 m.13698 type:complete len:204 (+) lcl c228833_g2_i1:72-683(+),3,1643-a,0.9711,0.9999,0.9999,0.9975,1,0.9975,2,2,3,3,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1005-a,0.9478,1,1,1,14.531,1,15.6913,1,15.9407,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c229276_g4_i1|m.14123,249,1,lcl c229276_g4_i1 g.14123  ORF lcl c229276_g4_i1 g.14123 lcl c229276_g4_i1 m.14123 type:5prime_partial len:249 (+) lcl c229276_g4_i1:1-747(+),3,1644-a,0.9791,0.9999,0.9999,0.9979,1,0.9979,3,3,3,3,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c229583_g3_i7|m.14431,631,1,lcl c229583_g3_i7 g.14431  ORF lcl c229583_g3_i7 g.14431 lcl c229583_g3_i7 m.14431 type:5prime_partial len:631 (+) lcl c229583_g3_i7:3-1895(+),4,1645-a,0.983,0.9999,0.9999,0.9984,1,0.9984,3,3,4,4,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1140-a,0.3938,1,1,1,5.3355,1,5.8265,1,5.8457,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c229776_g6_i2|m.14612,780,1,lcl c229776_g6_i2 g.14612  ORF lcl c229776_g6_i2 g.14612 lcl c229776_g6_i2 m.14612 type:complete len:780 (+) lcl c229776_g6_i2:105-2444(+),3,1646-a,0.9822,0.9999,0.9999,0.9979,1,0.9979,2,2,3,3,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c229781_g4_i1|m.14624,173,1,lcl c229781_g4_i1 g.14624  ORF lcl c229781_g4_i1 g.14624 lcl c229781_g4_i1 m.14624 type:complete len:173 (+) lcl c229781_g4_i1:159-677(+),7,1647-a,1,0.9999,0.9999,0.999,1,0.999,2,2,8,8,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1061-a,0.6053,1,1,1,16.6235,1,18.1529,1,18.3548,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c230767_g4_i2|m.15603,166,1,lcl c230767_g4_i2 g.15603  ORF lcl c230767_g4_i2 g.15603 lcl c230767_g4_i2 m.15603 type:complete len:166 (+) lcl c230767_g4_i2:345-842(+),3,1649-a,0.9899,0.9999,0.9999,0.999,1,0.999,2,2,3,3,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,844-a,0.9874,1,1,1,17.8574,1,19.2832,1,19.5898,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c215551_g6_i1|m.4083,138,1,lcl c215551_g6_i1 g.4083  ORF lcl c215551_g6_i1 g.4083 lcl c215551_g6_i1 m.4083 type:5prime_partial len:138 (+) lcl c215551_g6_i1:3-416(+),35,165-a,1,1,1,0.999,1,0.999,5,5,54,54,70-a,1,2,2,2,44.1652,2,49.9898,2,49.2159,null,0,0,0,0,0,0,0,0,0,1072-a,0.7238,1,1,1,24.3963,1,26.6416,1,26.7293,1036-a,0.6695,1,1,1,21.2394,1,23.4638,1,23.4926,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,954-a,0.9688,1,1,1,23.4244,1,25.7236,1,26.1401,993-a,0.8977,1,1,1,20.8396,1,22.7569,1,23.01,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,624-a,0.99,1,1,1,23.4912,1,25.718,1,26.2887,1179-a,0,1,1,1,25.3237,1,28.0452,1,29.2745,52-a,1,2,2,2,49.3976,2,54.5302,2,55.8796,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,563-a,0.9915,1,1,1,29.8527,1,35.099,1,34.1998,730-a,0.9071,1,1,1,31.0154,1,37.2682,1,36.1016,null,0,0,0,0,0,0,0,0,0,48-a,1,2,2,2,60.0069,2,66.0152,2,68.5197
lcl|c230947_g2_i4|m.15815,352,1,lcl c230947_g2_i4 g.15815  ORF lcl c230947_g2_i4 g.15815 lcl c230947_g2_i4 m.15815 type:5prime_partial len:352 (+) lcl c230947_g2_i4:1-1056(+),2,1650-a,0.9896,0.9999,0.9999,0.999,1,0.999,2,2,2,2,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,818-a,0.9887,1,1,1,9.5645,1,10.4447,1,10.4791,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c232315_g2_i11|m.17243,553,1,lcl c232315_g2_i11 g.17243  ORF lcl c232315_g2_i11 g.17243 lcl c232315_g2_i11 m.17243 type:5prime_partial len:553 (+) lcl c232315_g2_i11:1-1659(+),5,1651-a,0.9893,0.9999,0.9999,0.9989,1,0.9989,3,3,5,5,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c232944_g1_i1|m.17933,542,1,lcl c232944_g1_i1 g.17933  ORF lcl c232944_g1_i1 g.17933 lcl c232944_g1_i1 m.17933 type:complete len:542 (+) lcl c232944_g1_i1:270-1895(+),3,1653-a,0.9899,0.9999,0.9999,0.999,1,0.999,2,2,3,3,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
