PROTID,PROTLEN,ISFWD,DEFLINE,NUMXML,ALL_ID,MAXPW,ALL_PW,ALL_LOCALPW,MAXINIPROB,WT_MAXINIPROB,MAXINIPROBUNIQ,ALL_NUMPEPSTOT,ALL_NUMPEPSUNIQ,ALL_NUMSPECSTOT,ALL_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_01_ID,X2018_MARCH_12_CORAL_JAA_01_PW,X2018_MARCH_12_CORAL_JAA_01_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_01_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_01_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_01_TOTNSAF,X2018_MARCH_12_CORAL_JAA_01_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_01_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_01_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_01_ADJNSAF,X2018_MARCH_12_CORAL_JAA_03_ID,X2018_MARCH_12_CORAL_JAA_03_PW,X2018_MARCH_12_CORAL_JAA_03_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_03_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_03_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_03_TOTNSAF,X2018_MARCH_12_CORAL_JAA_03_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_03_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_03_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_03_ADJNSAF,X2018_MARCH_12_CORAL_JAA_08_ID,X2018_MARCH_12_CORAL_JAA_08_PW,X2018_MARCH_12_CORAL_JAA_08_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_08_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_08_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_08_TOTNSAF,X2018_MARCH_12_CORAL_JAA_08_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_08_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_08_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_08_ADJNSAF,X2018_MARCH_12_CORAL_JAA_09_ID,X2018_MARCH_12_CORAL_JAA_09_PW,X2018_MARCH_12_CORAL_JAA_09_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_09_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_09_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_09_TOTNSAF,X2018_MARCH_12_CORAL_JAA_09_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_09_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_09_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_09_ADJNSAF,X2018_MARCH_12_CORAL_JAA_10_ID,X2018_MARCH_12_CORAL_JAA_10_PW,X2018_MARCH_12_CORAL_JAA_10_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_10_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_10_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_10_TOTNSAF,X2018_MARCH_12_CORAL_JAA_10_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_10_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_10_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_10_ADJNSAF,X2018_MARCH_12_CORAL_JAA_11_ID,X2018_MARCH_12_CORAL_JAA_11_PW,X2018_MARCH_12_CORAL_JAA_11_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_11_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_11_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_11_TOTNSAF,X2018_MARCH_12_CORAL_JAA_11_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_11_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_11_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_11_ADJNSAF,X2018_MARCH_12_CORAL_JAA_15_ID,X2018_MARCH_12_CORAL_JAA_15_PW,X2018_MARCH_12_CORAL_JAA_15_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_15_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_15_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_15_TOTNSAF,X2018_MARCH_12_CORAL_JAA_15_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_15_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_15_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_15_ADJNSAF,X2018_MARCH_12_CORAL_JAA_16_ID,X2018_MARCH_12_CORAL_JAA_16_PW,X2018_MARCH_12_CORAL_JAA_16_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_16_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_16_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_16_TOTNSAF,X2018_MARCH_12_CORAL_JAA_16_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_16_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_16_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_16_ADJNSAF,X2018_MARCH_12_CORAL_JAA_17_ID,X2018_MARCH_12_CORAL_JAA_17_PW,X2018_MARCH_12_CORAL_JAA_17_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_17_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_17_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_17_TOTNSAF,X2018_MARCH_12_CORAL_JAA_17_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_17_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_17_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_17_ADJNSAF,X2018_MARCH_12_CORAL_JAA_19_ID,X2018_MARCH_12_CORAL_JAA_19_PW,X2018_MARCH_12_CORAL_JAA_19_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_19_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_19_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_19_TOTNSAF,X2018_MARCH_12_CORAL_JAA_19_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_19_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_19_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_19_ADJNSAF,X2018_MARCH_12_CORAL_JAA_24_ID,X2018_MARCH_12_CORAL_JAA_24_PW,X2018_MARCH_12_CORAL_JAA_24_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_24_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_24_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_24_TOTNSAF,X2018_MARCH_12_CORAL_JAA_24_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_24_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_24_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_24_ADJNSAF,X2018_MARCH_12_CORAL_JAA_26_ID,X2018_MARCH_12_CORAL_JAA_26_PW,X2018_MARCH_12_CORAL_JAA_26_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_26_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_26_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_26_TOTNSAF,X2018_MARCH_12_CORAL_JAA_26_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_26_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_26_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_26_ADJNSAF,X2018_MARCH_12_CORAL_JAA_30_ID,X2018_MARCH_12_CORAL_JAA_30_PW,X2018_MARCH_12_CORAL_JAA_30_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_30_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_30_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_30_TOTNSAF,X2018_MARCH_12_CORAL_JAA_30_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_30_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_30_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_30_ADJNSAF,X2018_MARCH_12_CORAL_JAA_31_ID,X2018_MARCH_12_CORAL_JAA_31_PW,X2018_MARCH_12_CORAL_JAA_31_NUMPEPSTOT,X2018_MARCH_12_CORAL_JAA_31_NUMPEPSUNIQ,X2018_MARCH_12_CORAL_JAA_31_NUMSPECSTOT,X2018_MARCH_12_CORAL_JAA_31_TOTNSAF,X2018_MARCH_12_CORAL_JAA_31_NUMSPECSUNIQ,X2018_MARCH_12_CORAL_JAA_31_UNIQNSAF,X2018_MARCH_12_CORAL_JAA_31_NUMSPECSADJ,X2018_MARCH_12_CORAL_JAA_31_ADJNSAF,X2018_MARCH_22_JPG_CORAL_05_ID,X2018_MARCH_22_JPG_CORAL_05_PW,X2018_MARCH_22_JPG_CORAL_05_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_05_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_05_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_05_TOTNSAF,X2018_MARCH_22_JPG_CORAL_05_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_05_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_05_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_05_ADJNSAF,X2018_MARCH_22_JPG_CORAL_06_ID,X2018_MARCH_22_JPG_CORAL_06_PW,X2018_MARCH_22_JPG_CORAL_06_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_06_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_06_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_06_TOTNSAF,X2018_MARCH_22_JPG_CORAL_06_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_06_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_06_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_06_ADJNSAF,X2018_MARCH_22_JPG_CORAL_07_ID,X2018_MARCH_22_JPG_CORAL_07_PW,X2018_MARCH_22_JPG_CORAL_07_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_07_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_07_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_07_TOTNSAF,X2018_MARCH_22_JPG_CORAL_07_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_07_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_07_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_07_ADJNSAF,X2018_MARCH_22_JPG_CORAL_09_ID,X2018_MARCH_22_JPG_CORAL_09_PW,X2018_MARCH_22_JPG_CORAL_09_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_09_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_09_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_09_TOTNSAF,X2018_MARCH_22_JPG_CORAL_09_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_09_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_09_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_09_ADJNSAF,X2018_MARCH_22_JPG_CORAL_17_ID,X2018_MARCH_22_JPG_CORAL_17_PW,X2018_MARCH_22_JPG_CORAL_17_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_17_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_17_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_17_TOTNSAF,X2018_MARCH_22_JPG_CORAL_17_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_17_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_17_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_17_ADJNSAF,X2018_MARCH_22_JPG_CORAL_19_ID,X2018_MARCH_22_JPG_CORAL_19_PW,X2018_MARCH_22_JPG_CORAL_19_NUMPEPSTOT,X2018_MARCH_22_JPG_CORAL_19_NUMPEPSUNIQ,X2018_MARCH_22_JPG_CORAL_19_NUMSPECSTOT,X2018_MARCH_22_JPG_CORAL_19_TOTNSAF,X2018_MARCH_22_JPG_CORAL_19_NUMSPECSUNIQ,X2018_MARCH_22_JPG_CORAL_19_UNIQNSAF,X2018_MARCH_22_JPG_CORAL_19_NUMSPECSADJ,X2018_MARCH_22_JPG_CORAL_19_ADJNSAF
lcl|c235310_g4_i11|m.20805,231,1,lcl c235310_g4_i11 g.20805  ORF lcl c235310_g4_i11 g.20805 lcl c235310_g4_i11 m.20805 type:complete len:231 (+) lcl c235310_g4_i11:1209-1901(+),2,2084-a,0.9911,0.9824,0.9824,0.999,1,0.999,1,1,2,2,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,980-a,0.9899,1,1,1,11.8025,1,12.7771,1,12.8965,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c235791_g2_i8|m.21336,159,1,lcl c235791_g2_i8 g.21336  ORF lcl c235791_g2_i8 g.21336 lcl c235791_g2_i8 m.21336 type:3prime_partial len:160 (+) lcl c235791_g2_i8:101-577(+),2,2085-a,0.989,0.9824,0.9824,0.999,1,0.999,1,1,2,2,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,902-a,0.989,1,1,1,17.8352,1,19.4129,1,19.7124,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c236181_g1_i10|m.21802,274,1,lcl c236181_g1_i10 g.21802  ORF lcl c236181_g1_i10 g.21802 lcl c236181_g1_i10 m.21802 type:complete len:274 (+) lcl c236181_g1_i10:651-1472(+),8,2086-a,0.9896,0.9824,0.9824,0.999,1,0.999,1,1,8,8,null,0,0,0,0,0,0,0,0,0,939-a,0.9877,1,1,1,9.5191,1,10.2829,1,10.3268,null,0,0,0,0,0,0,0,0,0,1003-a,0.9896,1,1,1,9.5966,1,10.506,1,10.5607,918-a,0.9892,1,1,1,10.391,1,12.0378,1,11.7549,null,0,0,0,0,0,0,0,0,0,911-a,0.9882,1,1,1,9.6406,1,10.5425,1,10.4592,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,905-a,0.989,1,1,1,10.3496,1,11.2652,1,11.4389,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c236555_g1_i1|m.22240,698,1,lcl c236555_g1_i1 g.22240  ORF lcl c236555_g1_i1 g.22240 lcl c236555_g1_i1 m.22240 type:complete len:698 (+) lcl c236555_g1_i1:425-2518(+),10,2087-a,0.999,0.9824,0.9824,0.999,1,0.999,1,1,10,10,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,809-a,0.9904,1,1,1,4.8907,1,5.4189,1,5.4089,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,757-a,0.999,1,1,1,4.0627,1,4.4221,1,4.4904,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c236750_g1_i2|m.22469,630,1,lcl c236750_g1_i2 g.22469  ORF lcl c236750_g1_i2 g.22469 lcl c236750_g1_i2 m.22469 type:complete len:630 (+) lcl c236750_g1_i2:584-2473(+),1,2088-a,0.9859,0.9824,0.9824,0.999,1,0.999,1,1,1,1,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,972-a,0.9859,1,1,1,3.8949,1,4.1896,1,4.2118,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c238664_g1_i2|m.24781,423,1,lcl c238664_g1_i2 g.24781  ORF lcl c238664_g1_i2 g.24781 lcl c238664_g1_i2 m.24781 type:5prime_partial len:423 (+) lcl c238664_g1_i2:1-1269(+),2,2089-a,0.9882,0.9824,0.9824,0.999,1,0.999,1,1,2,2,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,921-a,0.9882,1,1,1,6.2447,1,6.8289,1,6.775,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,875-a,0.987,1,1,1,6.6718,1,7.3252,1,7.5065,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c217621_g3_i1|m.5289,392,1,lcl c217621_g3_i1 g.5289  ORF lcl c217621_g3_i1 g.5289 lcl c217621_g3_i1 m.5289 type:complete len:392 (+) lcl c217621_g3_i1:105-1280(+),15,209-a,1,1,1,0.999,1,0.999,5,4,20,7,777-a,0.9964,2,1,2,17.2433,1,9.3297,2,18.6147,null,0,0,0,0,0,0,0,0,0,831-a,0.9993,2,2,2,12.5192,2,13.4666,2,13.5378,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,833-a,0.9996,2,1,2,13.9101,1,7.5293,2,15.1994,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,868-a,0.9297,1,1,1,9.0302,1,9.9977,1,10.1083,522-b,0,1,0,1,9.7181,0,0,0,0,682-a,0.9986,2,1,2,17.6771,1,10.2508,2,20.0983,540-b,0,1,0,1,8.6897,0,0,0,0
lcl|c238677_g1_i1|m.24810,239,1,lcl c238677_g1_i1 g.24810  ORF lcl c238677_g1_i1 g.24810 lcl c238677_g1_i1 m.24810 type:5prime_partial len:239 (+) lcl c238677_g1_i1:2-718(+),1,2090-a,0.987,0.9824,0.9824,0.999,1,0.999,1,1,1,1,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c239497_g2_i4|m.25880,191,1,lcl c239497_g2_i4 g.25880  ORF lcl c239497_g2_i4 g.25880 lcl c239497_g2_i4 m.25880 type:complete len:191 (+) lcl c239497_g2_i4:2706-3278(+),1,2091-a,0.9899,0.9824,0.9824,0.999,1,0.999,1,1,1,1,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1001-a,0.9899,1,1,1,14.2743,1,15.4529,1,15.5973,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c240246_g6_i1|m.26956,185,1,lcl c240246_g6_i1 g.26956  ORF lcl c240246_g6_i1 g.26956 lcl c240246_g6_i1 m.26956 type:5prime_partial len:185 (+) lcl c240246_g6_i1:2-556(+),33,2092-a,0.995,0.9824,0.9824,0.999,1,0.999,1,1,34,34,1036-a,0.9655,1,1,1,18.2686,1,19.7689,1,19.7216,956-a,0.9877,1,1,1,14.0986,1,15.2298,1,15.2949,null,0,0,0,0,0,0,0,0,0,1020-a,0.9896,1,1,1,14.2134,1,15.5603,1,15.6412,931-a,0.9892,1,1,1,15.3899,1,17.829,1,17.41,null,0,0,0,0,0,0,0,0,0,931-a,0.9882,1,1,1,14.2784,1,15.6142,1,15.491,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,925-a,0.989,1,1,1,15.3286,1,16.6846,1,16.942,700-a,0.9911,1,1,1,18.1099,1,21.758,1,21.0736,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,698-a,0.9916,1,1,1,20.748,1,24.5625,1,23.9769,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,724-a,0.9921,1,1,1,20.5918,1,22.7737,1,23.3437,812-a,0.9924,1,1,1,18.7282,1,21.7205,1,21.2933,null,0,0,0,0,0,0,0,0,0
lcl|c240333_g1_i1|m.27086,145,1,lcl c240333_g1_i1 g.27086  ORF lcl c240333_g1_i1 g.27086 lcl c240333_g1_i1 m.27086 type:internal len:146 (+) lcl c240333_g1_i1:3-437(+),24,2093-a,1,0.9824,0.9824,0.999,1,0.999,2,1,27,2,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,825-b,0,1,0,1,18.1343,0,0,0,0,720-b,0,1,0,2,39.2707,0,0,0,0,577-b,0,1,0,1,23.5428,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,784-b,0,1,0,1,18.8027,0,0,0,0,722-b,0,1,0,1,19.5572,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,554-b,0,1,0,1,26.4716,0,0,0,0,487-b,0,1,0,1,26.5363,0,0,0,0,null,0,0,0,0,0,0,0,0,0,584-b,0,1,0,1,24.4128,0,0,0,0,null,0,0,0,0,0,0,0,0,0,623-b,0,1,0,1,23.8946,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c241479_g2_i1|m.28630,295,1,lcl c241479_g2_i1 g.28630  ORF lcl c241479_g2_i1 g.28630 lcl c241479_g2_i1 m.28630 type:complete len:295 (+) lcl c241479_g2_i1:89-973(+),1,2094-a,0.9899,0.9824,0.9824,0.999,1,0.999,1,1,1,1,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1017-a,0.9899,1,1,1,9.242,1,10.0051,1,10.0986,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
