GO Accession	GO Name	GO Aspect	P-value (1)	P-value (2)	Protein List (1)	Protein List (2)
GO:0044238	primary metabolic process	biological_process	1E0		lcl|c224042_g7_i2|m.9570,lcl|c237215_g1_i1|m.23031,lcl|c212126_g1_i2|m.2626,lcl|c221356_g3_i2|m.7588,lcl|c216377_g1_i3|m.4559,lcl|c226769_g3_i1|m.11767,lcl|c232133_g1_i5|m.17039,lcl|c234789_g3_i1|m.20259,lcl|c223077_g2_i1|m.8858,lcl|c240264_g4_i5|m.26985,lcl|c214032_g1_i4|m.3331,lcl|c224026_g2_i4|m.9562,lcl|c239210_g2_i1|m.25440,lcl|c233767_g1_i3|m.18989,lcl|c218703_g1_i4|m.5907,lcl|c238826_g2_i1|m.24957,lcl|c216953_g1_i3|m.4865,lcl|c239860_g1_i2|m.26443,lcl|c242193_g2_i1|m.29501,lcl|c218820_g4_i2|m.5974,lcl|c242793_g1_i1|m.30227,lcl|c217573_g1_i1|m.5252,lcl|c243614_g4_i2|m.31123,lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c236174_g2_i1|m.21787,lcl|c227206_g2_i7|m.12247,lcl|c239610_g1_i3|m.26053	
GO:0045727	positive regulation of translation	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0018108	peptidyl-tyrosine phosphorylation	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0009116	nucleoside metabolic process	biological_process	1E0		lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0060026	convergent extension	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0009117	nucleotide metabolic process	biological_process	1E0		lcl|c223247_g3_i6|m.8971,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0006575	cellular modified amino acid metabolic process	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
GO:0007033	vacuole organization	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0009119	ribonucleoside metabolic process	biological_process	1E0		lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0044248	cellular catabolic process	biological_process	1E0		lcl|c224042_g7_i2|m.9570,lcl|c212126_g1_i2|m.2626	
GO:0009123	nucleoside monophosphate metabolic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0044249	cellular biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c227188_g1_i1|m.12222,lcl|c218703_g1_i4|m.5907,lcl|c214032_g1_i4|m.3331,lcl|c239860_g1_i2|m.26443,lcl|c237215_g1_i1|m.23031,lcl|c221189_g3_i1|m.7459,lcl|c218820_g4_i2|m.5974,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c223077_g2_i1|m.8858	
GO:0000413	protein peptidyl-prolyl isomerization	biological_process	1E0		lcl|c217573_g1_i1|m.5252,lcl|c233767_g1_i3|m.18989,lcl|c232133_g1_i5|m.17039	
GO:0009124	nucleoside monophosphate biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0009126	purine nucleoside monophosphate metabolic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0009127	purine nucleoside monophosphate biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological_process	1E0		lcl|c212126_g1_i2|m.2626	
GO:0044255	cellular lipid metabolic process	biological_process	1E0		lcl|c239860_g1_i2|m.26443	
GO:0044257	cellular protein catabolic process	biological_process	1E0		lcl|c224042_g7_i2|m.9570,lcl|c212126_g1_i2|m.2626	
GO:0044260	cellular macromolecule metabolic process	biological_process	1E0		lcl|c218703_g1_i4|m.5907,lcl|c224042_g7_i2|m.9570,lcl|c212126_g1_i2|m.2626,lcl|c242193_g2_i1|m.29501,lcl|c221356_g3_i2|m.7588,lcl|c218820_g4_i2|m.5974,lcl|c232133_g1_i5|m.17039,lcl|c223077_g2_i1|m.8858,lcl|c214032_g1_i4|m.3331,lcl|c217573_g1_i1|m.5252,lcl|c243614_g4_i2|m.31123,lcl|c224026_g2_i4|m.9562,lcl|c233767_g1_i3|m.18989,lcl|c236174_g2_i1|m.21787	
GO:0043170	macromolecule metabolic process	biological_process	1E0		lcl|c218703_g1_i4|m.5907,lcl|c224042_g7_i2|m.9570,lcl|c216953_g1_i3|m.4865,lcl|c212126_g1_i2|m.2626,lcl|c242193_g2_i1|m.29501,lcl|c221356_g3_i2|m.7588,lcl|c216377_g1_i3|m.4559,lcl|c218820_g4_i2|m.5974,lcl|c242793_g1_i1|m.30227,lcl|c232133_g1_i5|m.17039,lcl|c223077_g2_i1|m.8858,lcl|c240264_g4_i5|m.26985,lcl|c214032_g1_i4|m.3331,lcl|c217573_g1_i1|m.5252,lcl|c243614_g4_i2|m.31123,lcl|c224026_g2_i4|m.9562,lcl|c239210_g2_i1|m.25440,lcl|c233767_g1_i3|m.18989,lcl|c236174_g2_i1|m.21787	
GO:0044262	cellular carbohydrate metabolic process	biological_process	1E0		lcl|c238826_g2_i1|m.24957	
GO:0018130	heterocycle biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0044265	cellular macromolecule catabolic process	biological_process	1E0		lcl|c224042_g7_i2|m.9570,lcl|c212126_g1_i2|m.2626	
GO:0009141	nucleoside triphosphate metabolic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0044267	cellular protein metabolic process	biological_process	1E0		lcl|c218703_g1_i4|m.5907,lcl|c224042_g7_i2|m.9570,lcl|c214032_g1_i4|m.3331,lcl|c217573_g1_i1|m.5252,lcl|c212126_g1_i2|m.2626,lcl|c242193_g2_i1|m.29501,lcl|c221356_g3_i2|m.7588,lcl|c218820_g4_i2|m.5974,lcl|c233767_g1_i3|m.18989,lcl|c236174_g2_i1|m.21787,lcl|c232133_g1_i5|m.17039,lcl|c223077_g2_i1|m.8858	
GO:0009142	nucleoside triphosphate biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0009144	purine nucleoside triphosphate metabolic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0009145	purine nucleoside triphosphate biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:1901293	nucleoside phosphate biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0044271	cellular nitrogen compound biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c218703_g1_i4|m.5907,lcl|c214032_g1_i4|m.3331,lcl|c237215_g1_i1|m.23031,lcl|c218820_g4_i2|m.5974,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c223077_g2_i1|m.8858	
GO:0044272	sulfur compound biosynthetic process	biological_process	1E0		lcl|c227188_g1_i1|m.12222,lcl|c221189_g3_i1|m.7459	
GO:0008064	regulation of actin polymerization or depolymerization	biological_process	1E0		lcl|c216621_g3_i1|m.4676	
GO:0009150	purine ribonucleotide metabolic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0009152	purine ribonucleotide biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0044281	small molecule metabolic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c227188_g1_i1|m.12222,lcl|c238826_g2_i1|m.24957,lcl|c237215_g1_i1|m.23031,lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459,lcl|c226769_g3_i1|m.11767,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c234789_g3_i1|m.20259,lcl|c227206_g2_i7|m.12247	
GO:0009156	ribonucleoside monophosphate biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0018149	peptide cross-linking	biological_process	1E0		lcl|c242193_g2_i1|m.29501,lcl|c221356_g3_i2|m.7588	
GO:0044283	small molecule biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c237215_g1_i1|m.23031,lcl|c221189_g3_i1|m.7459	
GO:0009161	ribonucleoside monophosphate metabolic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0071417	cellular response to organonitrogen compound	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0009163	nucleoside biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0019284	L-methionine biosynthetic process from S-adenosylmethionine	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
GO:0060071	Wnt signaling pathway, planar cell polarity pathway	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0043200	response to amino acid	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0009165	nucleotide biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0009167	purine ribonucleoside monophosphate metabolic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0006629	lipid metabolic process	biological_process	1E0		lcl|c239860_g1_i2|m.26443	
GO:0006637	acyl-CoA metabolic process	biological_process	1E0		lcl|c227188_g1_i1|m.12222	
GO:0002009	morphogenesis of an epithelium	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0015031	protein transport	biological_process	1E0		lcl|c240251_g4_i2|m.26962,lcl|c218374_g4_i1|m.5754	
GO:0010243	response to organonitrogen compound	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0006644	phospholipid metabolic process	biological_process	1E0		lcl|c239860_g1_i2|m.26443	
GO:0072521	purine-containing compound metabolic process	biological_process	1E0		lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0072522	purine-containing compound biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0048856	anatomical structure development	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0072524	pyridine-containing compound metabolic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c223247_g3_i6|m.8971	
GO:0072525	pyridine-containing compound biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737	
GO:0019318	hexose metabolic process	biological_process	1E0		lcl|c238826_g2_i1|m.24957,lcl|c223247_g3_i6|m.8971	
GO:0009199	ribonucleoside triphosphate metabolic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0018193	peptidyl-amino acid modification	biological_process	1E0		lcl|c217573_g1_i1|m.5252,lcl|c233767_g1_i3|m.18989,lcl|c236174_g2_i1|m.21787,lcl|c232133_g1_i5|m.17039	
GO:0043241	protein complex disassembly	biological_process	1E0		lcl|c220300_g3_i1|m.6859	
GO:0009201	ribonucleoside triphosphate biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0090066	regulation of anatomical structure size	biological_process	1E0		lcl|c216621_g3_i1|m.4676	
GO:0043243	positive regulation of protein complex disassembly	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0043244	regulation of protein complex disassembly	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0009205	purine ribonucleoside triphosphate metabolic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0007155	cell adhesion	biological_process	1E0		lcl|c231859_g5_i5|m.16713	
GO:0016197	endosomal transport	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:1901360	organic cyclic compound metabolic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c243614_g4_i2|m.31123,lcl|c224026_g2_i4|m.9562,lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c239610_g1_i3|m.26053	
GO:1901362	organic cyclic compound biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0043254	regulation of protein complex assembly	biological_process	1E0		lcl|c216621_g3_i1|m.4676	
GO:0048878	chemical homeostasis	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0018208	peptidyl-proline modification	biological_process	1E0		lcl|c217573_g1_i1|m.5252,lcl|c233767_g1_i3|m.18989,lcl|c232133_g1_i5|m.17039	
GO:0018212	peptidyl-tyrosine modification	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0051028	mRNA transport	biological_process	1E0		lcl|c243614_g4_i2|m.31123	
GO:0009225	nucleotide-sugar metabolic process	biological_process	1E0		lcl|c239610_g1_i3|m.26053	
GO:0032956	regulation of actin cytoskeleton organization	biological_process	1E0		lcl|c216621_g3_i1|m.4676	
GO:0008150	biological_process	biological_process	1E0		lcl|c212126_g1_i2|m.2626,lcl|c221356_g3_i2|m.7588,lcl|c216377_g1_i3|m.4559,lcl|c243349_g1_i4|m.30872,lcl|c231085_g3_i1|m.15955,lcl|c232133_g1_i5|m.17039,lcl|c234789_g3_i1|m.20259,lcl|c224201_g3_i8|m.9658,lcl|c227537_g2_i4|m.12549,lcl|c227562_g6_i1|m.12582,lcl|c240264_g4_i5|m.26985,lcl|c214032_g1_i4|m.3331,lcl|c234955_g3_i3|m.20445,lcl|c224026_g2_i4|m.9562,lcl|c239210_g2_i1|m.25440,lcl|c242001_g1_i2|m.29236,lcl|c231859_g5_i5|m.16713,lcl|c233449_g1_i1|m.18576,lcl|c242193_g2_i1|m.29501,lcl|c216621_g3_i1|m.4676,lcl|c242793_g1_i1|m.30227,lcl|c230880_g3_i5|m.15737,lcl|c217573_g1_i1|m.5252,lcl|c223205_g4_i1|m.8934,lcl|c212026_g3_i1|m.2608,lcl|c238662_g3_i6|m.24778,lcl|c219883_g1_i2|m.6624,lcl|c223247_g3_i6|m.8971,lcl|c231559_g1_i5|m.16408,lcl|c218374_g4_i1|m.5754,lcl|c221189_g3_i1|m.7459,lcl|c236174_g2_i1|m.21787,lcl|c230862_g3_i1|m.15714,lcl|c239610_g1_i3|m.26053,lcl|c236035_g1_i2|m.21599,lcl|c236087_g2_i1|m.21666,lcl|c224042_g7_i2|m.9570,lcl|c238919_g4_i6|m.25079,lcl|c237215_g1_i1|m.23031,lcl|c221114_g2_i1|m.7405,lcl|c226769_g3_i1|m.11767,lcl|c223077_g2_i1|m.8858,lcl|c226216_g1_i2|m.11298,lcl|c227188_g1_i1|m.12222,lcl|c234446_g3_i2|m.19850,lcl|c220300_g3_i1|m.6859,lcl|c233767_g1_i3|m.18989,lcl|c241174_g2_i10|m.28286,lcl|c229881_g6_i6|m.14719,lcl|c218703_g1_i4|m.5907,lcl|c227332_g2_i2|m.12341,lcl|c240251_g4_i2|m.26962,lcl|c238826_g2_i1|m.24957,lcl|c216953_g1_i3|m.4865,lcl|c239860_g1_i2|m.26443,lcl|c218820_g4_i2|m.5974,lcl|c222306_g8_i4|m.8236,lcl|c231931_g2_i1|m.16792,lcl|c227322_g4_i4|m.12336,lcl|c243614_g4_i2|m.31123,lcl|c225015_g2_i1|m.10306,lcl|c201141_g1_i1|m.1178,lcl|c214108_g4_i4|m.3369,lcl|c233818_g2_i6|m.19032,lcl|c231281_g6_i3|m.16097,lcl|c227206_g2_i7|m.12247,lcl|c231068_g6_i2|m.15939	
GO:0008154	actin polymerization or depolymerization	biological_process	1E0		lcl|c220300_g3_i1|m.6859	
GO:0019362	pyridine nucleotide metabolic process	biological_process	1E0		lcl|c223247_g3_i6|m.8971	
GO:0032970	regulation of actin filament-based process	biological_process	1E0		lcl|c216621_g3_i1|m.4676	
GO:0071495	cellular response to endogenous stimulus	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0032984	macromolecular complex disassembly	biological_process	1E0		lcl|c220300_g3_i1|m.6859	
GO:0009259	ribonucleotide metabolic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0009260	ribonucleotide biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0030833	regulation of actin filament polymerization	biological_process	1E0		lcl|c216621_g3_i1|m.4676	
GO:0006725	cellular aromatic compound metabolic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c243614_g4_i2|m.31123,lcl|c224026_g2_i4|m.9562,lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c239610_g1_i3|m.26053	
GO:0030837	negative regulation of actin filament polymerization	biological_process	1E0		lcl|c216621_g3_i1|m.4676	
GO:0006732	coenzyme metabolic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c227188_g1_i1|m.12222,lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459	
GO:0006733	oxidoreduction coenzyme metabolic process	biological_process	1E0		lcl|c223247_g3_i6|m.8971	
GO:0006739	NADP metabolic process	biological_process	1E0		lcl|c223247_g3_i6|m.8971	
GO:1990748	cellular detoxification	biological_process	1E0		lcl|c227562_g6_i1|m.12582,lcl|c238919_g4_i6|m.25079	
GO:0006753	nucleoside phosphate metabolic process	biological_process	1E0		lcl|c223247_g3_i6|m.8971,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0006754	ATP biosynthetic process	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0006766	vitamin metabolic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737	
GO:0006767	water-soluble vitamin metabolic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737	
GO:0016310	phosphorylation	biological_process	1E0		lcl|c227537_g2_i4|m.12549,lcl|c238826_g2_i1|m.24957,lcl|c212026_g3_i1|m.2608,lcl|c238662_g3_i6|m.24778,lcl|c236174_g2_i1|m.21787	
GO:0042221	response to chemical	biological_process	1E0		lcl|c227562_g6_i1|m.12582,lcl|c227322_g4_i4|m.12336,lcl|c238919_g4_i6|m.25079	
GO:0016311	dephosphorylation	biological_process	1E0		lcl|c236087_g2_i1|m.21666,lcl|c221189_g3_i1|m.7459	
GO:0033036	macromolecule localization	biological_process	1E0		lcl|c240251_g4_i2|m.26962,lcl|c243614_g4_i2|m.31123,lcl|c218374_g4_i1|m.5754,lcl|c216621_g3_i1|m.4676	
GO:0090175	regulation of establishment of planar polarity	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0019438	aromatic compound biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0051128	regulation of cellular component organization	biological_process	1E0		lcl|c216621_g3_i1|m.4676,lcl|c223077_g2_i1|m.8858	
GO:0051129	negative regulation of cellular component organization	biological_process	1E0		lcl|c216621_g3_i1|m.4676	
GO:0033043	regulation of organelle organization	biological_process	1E0		lcl|c216621_g3_i1|m.4676	
GO:0051130	positive regulation of cellular component organization	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0006793	phosphorus metabolic process	biological_process	1E0		lcl|c236087_g2_i1|m.21666,lcl|c238826_g2_i1|m.24957,lcl|c239860_g1_i2|m.26443,lcl|c227537_g2_i4|m.12549,lcl|c230880_g3_i5|m.15737,lcl|c227188_g1_i1|m.12222,lcl|c212026_g3_i1|m.2608,lcl|c238662_g3_i6|m.24778,lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c236174_g2_i1|m.21787	
GO:0006796	phosphate-containing compound metabolic process	biological_process	1E0		lcl|c227537_g2_i4|m.12549,lcl|c230880_g3_i5|m.15737,lcl|c236087_g2_i1|m.21666,lcl|c238826_g2_i1|m.24957,lcl|c212026_g3_i1|m.2608,lcl|c239860_g1_i2|m.26443,lcl|c238662_g3_i6|m.24778,lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c236174_g2_i1|m.21787	
GO:0008380	RNA splicing	biological_process	1E0		lcl|c243614_g4_i2|m.31123	
GO:0030908	protein splicing	biological_process	1E0		lcl|c242793_g1_i1|m.30227	
GO:1902531	regulation of intracellular signal transduction	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:1902533	positive regulation of intracellular signal transduction	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0051156	glucose 6-phosphate metabolic process	biological_process	1E0		lcl|c223247_g3_i6|m.8971	
GO:0006807	nitrogen compound metabolic process	biological_process	1E0		lcl|c218703_g1_i4|m.5907,lcl|c237215_g1_i1|m.23031,lcl|c218820_g4_i2|m.5974,lcl|c223077_g2_i1|m.8858,lcl|c230880_g3_i5|m.15737,lcl|c214032_g1_i4|m.3331,lcl|c243614_g4_i2|m.31123,lcl|c224026_g2_i4|m.9562,lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c239610_g1_i3|m.26053	
GO:0043408	regulation of MAPK cascade	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0006810	transport	biological_process	1E0		lcl|c227322_g4_i4|m.12336,lcl|c234446_g3_i2|m.19850,lcl|c240251_g4_i2|m.26962,lcl|c243614_g4_i2|m.31123,lcl|c218374_g4_i1|m.5754,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c231085_g3_i1|m.15955	
GO:0043410	positive regulation of MAPK cascade	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0032006	regulation of TOR signaling	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0006811	ion transport	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0043412	macromolecule modification	biological_process	1E0		lcl|c217573_g1_i1|m.5252,lcl|c242193_g2_i1|m.29501,lcl|c221356_g3_i2|m.7588,lcl|c233767_g1_i3|m.18989,lcl|c236174_g2_i1|m.21787,lcl|c232133_g1_i5|m.17039	
GO:0032008	positive regulation of TOR signaling	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0006812	cation transport	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0060255	regulation of macromolecule metabolic process	biological_process	1E0		lcl|c227322_g4_i4|m.12336,lcl|c242001_g1_i2|m.29236,lcl|c223077_g2_i1|m.8858	
GO:0002181	cytoplasmic translation	biological_process	1E0		lcl|c218820_g4_i2|m.5974	
GO:0002183	cytoplasmic translational initiation	biological_process	1E0		lcl|c218820_g4_i2|m.5974	
GO:0006818	hydrogen transport	biological_process	1E0		lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097	
GO:0051171	regulation of nitrogen compound metabolic process	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0051173	positive regulation of nitrogen compound metabolic process	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0051174	regulation of phosphorus metabolic process	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0051179	localization	biological_process	1E0		lcl|c227322_g4_i4|m.12336,lcl|c234446_g3_i2|m.19850,lcl|c240251_g4_i2|m.26962,lcl|c243614_g4_i2|m.31123,lcl|c218374_g4_i1|m.5754,lcl|c214108_g4_i4|m.3369,lcl|c216621_g3_i1|m.4676,lcl|c231281_g6_i3|m.16097,lcl|c231085_g3_i1|m.15955	
GO:0071616	acyl-CoA biosynthetic process	biological_process	1E0		lcl|c227188_g1_i1|m.12222	
GO:0036211	protein modification process	biological_process	1E0		lcl|c217573_g1_i1|m.5252,lcl|c242193_g2_i1|m.29501,lcl|c221356_g3_i2|m.7588,lcl|c233767_g1_i3|m.18989,lcl|c236174_g2_i1|m.21787,lcl|c232133_g1_i5|m.17039	
GO:0051186	cofactor metabolic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c227188_g1_i1|m.12222,lcl|c223247_g3_i6|m.8971,lcl|c221189_g3_i1|m.7459	
GO:0051188	cofactor biosynthetic process	biological_process	1E0		lcl|c230880_g3_i5|m.15737,lcl|c227188_g1_i1|m.12222	
GO:0043436	oxoacid metabolic process	biological_process	1E0		lcl|c227188_g1_i1|m.12222,lcl|c237215_g1_i1|m.23031,lcl|c221189_g3_i1|m.7459,lcl|c226769_g3_i1|m.11767,lcl|c234789_g3_i1|m.20259,lcl|c227206_g2_i7|m.12247	
GO:0022411	cellular component disassembly	biological_process	1E0		lcl|c220300_g3_i1|m.6859	
GO:0022603	regulation of anatomical structure morphogenesis	biological_process	1E0		lcl|c236174_g2_i1|m.21787	
GO:0019509	L-methionine biosynthetic process from methylthioadenosine	biological_process	1E0		lcl|c221189_g3_i1|m.7459	
GO:1902578	single-organism localization	biological_process	1E0		lcl|c227322_g4_i4|m.12336,lcl|c234446_g3_i2|m.19850,lcl|c214108_g4_i4|m.3369,lcl|c216621_g3_i1|m.4676,lcl|c231281_g6_i3|m.16097,lcl|c231085_g3_i1|m.15955	
GO:0022610	biological adhesion	biological_process	1E0		lcl|c231859_g5_i5|m.16713	
GO:1902582	single-organism intracellular transport	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0022613	ribonucleoprotein complex biogenesis	biological_process	1E0		lcl|c218820_g4_i2|m.5974	
GO:1902589	single-organism organelle organization	biological_process	1E0		lcl|c231859_g5_i5|m.16713,lcl|c220300_g3_i1|m.6859	
GO:0022618	ribonucleoprotein complex assembly	biological_process	1E0		lcl|c218820_g4_i2|m.5974	
GO:0043462	regulation of ATPase activity	biological_process	1E0		lcl|c233818_g2_i6|m.19032	
GO:0009636	response to toxic substance	biological_process	1E0		lcl|c227562_g6_i1|m.12582,lcl|c238919_g4_i6|m.25079	
GO:0046835	carbohydrate phosphorylation	biological_process	1E0		lcl|c238826_g2_i1|m.24957	
GO:0042325	regulation of phosphorylation	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0042327	positive regulation of phosphorylation	biological_process	1E0		lcl|c227322_g4_i4|m.12336	
GO:0051234	establishment of localization	biological_process	1E0		lcl|c227322_g4_i4|m.12336,lcl|c234446_g3_i2|m.19850,lcl|c240251_g4_i2|m.26962,lcl|c243614_g4_i2|m.31123,lcl|c218374_g4_i1|m.5754,lcl|c214108_g4_i4|m.3369,lcl|c231281_g6_i3|m.16097,lcl|c231085_g3_i1|m.15955	
