GO Accession	GO Name	GO Aspect	P-value (1)	P-value (2)	Protein List (1)	Protein List (2)
GO:0071704	organic substance metabolic process	biological_process	1E0		lcl|c244489_g1_i1|m.32283,lcl|c235446_g2_i1|m.20934,lcl|c226739_g4_i2|m.11743,lcl|c243429_g2_i2|m.30976,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c217341_g1_i2|m.5116,lcl|c205713_g1_i1|m.1484,lcl|c202472_g1_i1|m.1259,lcl|c231963_g1_i7|m.16837,lcl|c232541_g3_i1|m.17498,lcl|c234041_g5_i1|m.19364,lcl|c221883_g2_i12|m.7953,lcl|c240692_g2_i1|m.27612,lcl|c218223_g3_i1|m.5642,lcl|c229904_g1_i2|m.14752,lcl|c227887_g3_i2|m.12871,lcl|c242974_g2_i1|m.30459,lcl|c230944_g4_i1|m.15814,lcl|c228940_g3_i1|m.13807,lcl|c214832_g3_i2|m.3697,lcl|c235079_g5_i3|m.20543,lcl|c215316_g1_i1|m.3942,lcl|c242924_g1_i1|m.30399,lcl|c221694_g2_i1|m.7797,lcl|c235769_g7_i2|m.21324,lcl|c229615_g3_i4|m.14451,lcl|c239719_g1_i1|m.26241,lcl|c226454_g2_i2|m.11493	
GO:0050801	ion homeostasis	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0048583	regulation of response to stimulus	biological_process	1E0		lcl|c224371_g5_i1|m.9765,lcl|c242709_g1_i2|m.30167	
GO:0048584	positive regulation of response to stimulus	biological_process	1E0		lcl|c224371_g5_i1|m.9765,lcl|c242709_g1_i2|m.30167	
GO:1901605	alpha-amino acid metabolic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399	
GO:1901607	alpha-amino acid biosynthetic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399	
GO:0034220	ion transmembrane transport	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0046939	nucleotide phosphorylation	biological_process	1E0		lcl|c215316_g1_i1|m.3942	
GO:0045814	negative regulation of gene expression, epigenetic	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0006950	response to stress	biological_process	1E0		lcl|c217341_g1_i2|m.5116	
GO:0006412	translation	biological_process	1E0		lcl|c232541_g3_i1|m.17498	
GO:1902679	negative regulation of RNA biosynthetic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0044085	cellular component biogenesis	biological_process	1E0		lcl|c234380_g5_i3|m.19780,lcl|c229310_g3_i5|m.14142,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0045892	negative regulation of transcription, DNA-templated	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0051336	regulation of hydrolase activity	biological_process	1E0		lcl|c237211_g6_i4|m.23025	
GO:0010556	regulation of macromolecule biosynthetic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0006974	cellular response to DNA damage stimulus	biological_process	1E0		lcl|c217341_g1_i2|m.5116	
GO:0010558	negative regulation of macromolecule biosynthetic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0019637	organophosphate metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543,lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765	
GO:1901135	carbohydrate derivative metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142,lcl|c229615_g3_i4|m.14451,lcl|c221883_g2_i12|m.7953,lcl|c228940_g3_i1|m.13807	
GO:1901137	carbohydrate derivative biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142,lcl|c229615_g3_i4|m.14451,lcl|c221883_g2_i12|m.7953,lcl|c228940_g3_i1|m.13807	
GO:1901657	glycosyl compound metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142	
GO:0070727	cellular macromolecule localization	biological_process	1E0		lcl|c218872_g2_i3|m.6012	
GO:0045851	pH reduction	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0001817	regulation of cytokine production	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:1901659	glycosyl compound biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0006996	organelle organization	biological_process	1E0		lcl|c235901_g3_i2|m.21452,lcl|c234380_g5_i3|m.19780,lcl|c215492_g2_i9|m.4058,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0001819	positive regulation of cytokine production	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0033554	cellular response to stress	biological_process	1E0		lcl|c217341_g1_i2|m.5116	
GO:0023052	signaling	biological_process	1E0		lcl|c237814_g2_i3|m.23786,lcl|c222399_g1_i2|m.8304,lcl|c244489_g1_i1|m.32283,lcl|c222155_g2_i2|m.8140,lcl|c244151_g1_i2|m.31813,lcl|c229904_g1_i2|m.14752,lcl|c243429_g2_i2|m.30976,lcl|c222937_g2_i3|m.8724,lcl|c237211_g6_i4|m.23025,lcl|c228940_g3_i1|m.13807	
GO:0042451	purine nucleoside biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0006461	protein complex assembly	biological_process	1E0		lcl|c234380_g5_i3|m.19780,lcl|c229310_g3_i5|m.14142,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0042455	ribonucleoside biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0006464	cellular protein modification process	biological_process	1E0		lcl|c229615_g3_i4|m.14451,lcl|c217341_g1_i2|m.5116,lcl|c228940_g3_i1|m.13807,lcl|c226454_g2_i2|m.11493	
GO:0046390	ribose phosphate biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0046394	carboxylic acid biosynthetic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399	
GO:0006468	protein phosphorylation	biological_process	1E0		lcl|c226454_g2_i2|m.11493	
GO:0023051	regulation of signaling	biological_process	1E0		lcl|c224371_g5_i1|m.9765	
GO:0007015	actin filament organization	biological_process	1E0		lcl|c215492_g2_i9|m.4058	
GO:0045333	cellular respiration	biological_process	1E0		lcl|c226739_g4_i2|m.11743	
GO:0023056	positive regulation of signaling	biological_process	1E0		lcl|c224371_g5_i1|m.9765	
GO:0050776	regulation of immune response	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0043603	cellular amide metabolic process	biological_process	1E0		lcl|c232541_g3_i1|m.17498	
GO:0043604	amide biosynthetic process	biological_process	1E0		lcl|c232541_g3_i1|m.17498	
GO:0050778	positive regulation of immune response	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0015980	energy derivation by oxidation of organic compounds	biological_process	1E0		lcl|c226739_g4_i2|m.11743	
GO:0010605	negative regulation of macromolecule metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0015992	proton transport	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0002376	immune system process	biological_process	1E0		lcl|c242709_g1_i2|m.30167	
GO:0043043	peptide biosynthetic process	biological_process	1E0		lcl|c232541_g3_i1|m.17498	
GO:0006486	protein glycosylation	biological_process	1E0		lcl|c229615_g3_i4|m.14451,lcl|c228940_g3_i1|m.13807	
GO:0007035	vacuolar acidification	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0050789	regulation of biological process	biological_process	1E0		lcl|c237814_g2_i3|m.23786,lcl|c222399_g1_i2|m.8304,lcl|c235901_g3_i2|m.21452,lcl|c222155_g2_i2|m.8140,lcl|c244151_g1_i2|m.31813,lcl|c229904_g1_i2|m.14752,lcl|c243429_g2_i2|m.30976,lcl|c222937_g2_i3|m.8724,lcl|c224371_g5_i1|m.9765,lcl|c237211_g6_i4|m.23025,lcl|c228940_g3_i1|m.13807,lcl|c242709_g1_i2|m.30167	
GO:0015985	energy coupled proton transport, down electrochemical gradient	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0006487	protein N-linked glycosylation	biological_process	1E0		lcl|c229615_g3_i4|m.14451	
GO:2001141	regulation of RNA biosynthetic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0015986	ATP synthesis coupled proton transport	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0090407	organophosphate biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765	
GO:0050790	regulation of catalytic activity	biological_process	1E0		lcl|c237211_g6_i4|m.23025	
GO:0030003	cellular cation homeostasis	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0030004	cellular monovalent inorganic cation homeostasis	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0015988	energy coupled proton transmembrane transport, against electrochemical gradient	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0050794	regulation of cellular process	biological_process	1E0		lcl|c237814_g2_i3|m.23786,lcl|c222399_g1_i2|m.8304,lcl|c235901_g3_i2|m.21452,lcl|c222155_g2_i2|m.8140,lcl|c244151_g1_i2|m.31813,lcl|c229904_g1_i2|m.14752,lcl|c243429_g2_i2|m.30976,lcl|c222937_g2_i3|m.8724,lcl|c224371_g5_i1|m.9765,lcl|c237211_g6_i4|m.23025,lcl|c228940_g3_i1|m.13807	
GO:0055067	monovalent inorganic cation homeostasis	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0015991	ATP hydrolysis coupled proton transport	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:2000112	regulation of cellular macromolecule biosynthetic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:2000113	negative regulation of cellular macromolecule biosynthetic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0043623	cellular protein complex assembly	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0007049	cell cycle	biological_process	1E0		lcl|c224371_g5_i1|m.9765	
GO:0019693	ribose phosphate metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142	
GO:0055080	cation homeostasis	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0010629	negative regulation of gene expression	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0071822	protein complex subunit organization	biological_process	1E0		lcl|c234380_g5_i3|m.19780,lcl|c229310_g3_i5|m.14142,lcl|c215492_g2_i9|m.4058,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0055082	cellular chemical homeostasis	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0072350	tricarboxylic acid metabolic process	biological_process	1E0		lcl|c226739_g4_i2|m.11743	
GO:0044699	single-organism process	biological_process	1E0		lcl|c235901_g3_i2|m.21452,lcl|c244489_g1_i1|m.32283,lcl|c222155_g2_i2|m.8140,lcl|c226739_g4_i2|m.11743,lcl|c243429_g2_i2|m.30976,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c233431_g1_i6|m.18546,lcl|c217341_g1_i2|m.5116,lcl|c205713_g1_i1|m.1484,lcl|c234322_g7_i1|m.19718,lcl|c234041_g5_i1|m.19364,lcl|c235548_g1_i1|m.21054,lcl|c222399_g1_i2|m.8304,lcl|c229904_g1_i2|m.14752,lcl|c222937_g2_i3|m.8724,lcl|c228830_g2_i1|m.13692,lcl|c242974_g2_i1|m.30459,lcl|c237211_g6_i4|m.23025,lcl|c230944_g4_i1|m.15814,lcl|c228940_g3_i1|m.13807,lcl|c214832_g3_i2|m.3697,lcl|c237814_g2_i3|m.23786,lcl|c235079_g5_i3|m.20543,lcl|c244151_g1_i2|m.31813,lcl|c215316_g1_i1|m.3942,lcl|c242924_g1_i1|m.30399,lcl|c227069_g2_i12|m.12102,lcl|c235769_g7_i2|m.21324,lcl|c229615_g3_i4|m.14451,lcl|c215492_g2_i9|m.4058	
GO:0055085	transmembrane transport	biological_process	1E0		lcl|c234322_g7_i1|m.19718,lcl|c229310_g3_i5|m.14142	
GO:0044700	single organism signaling	biological_process	1E0		lcl|c237814_g2_i3|m.23786,lcl|c222399_g1_i2|m.8304,lcl|c244489_g1_i1|m.32283,lcl|c222155_g2_i2|m.8140,lcl|c244151_g1_i2|m.31813,lcl|c229904_g1_i2|m.14752,lcl|c243429_g2_i2|m.30976,lcl|c222937_g2_i3|m.8724,lcl|c237211_g6_i4|m.23025,lcl|c228940_g3_i1|m.13807	
GO:0055086	nucleobase-containing small molecule metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543,lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765	
GO:0006508	proteolysis	biological_process	1E0		lcl|c244489_g1_i1|m.32283,lcl|c235446_g2_i1|m.20934,lcl|c229904_g1_i2|m.14752,lcl|c227887_g3_i2|m.12871,lcl|c243429_g2_i2|m.30976,lcl|c221694_g2_i1|m.7797,lcl|c228940_g3_i1|m.13807	
GO:0030029	actin filament-based process	biological_process	1E0		lcl|c215492_g2_i9|m.4058	
GO:0070271	protein complex biogenesis	biological_process	1E0		lcl|c234380_g5_i3|m.19780,lcl|c229310_g3_i5|m.14142,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0044707	single-multicellular organism process	biological_process	1E0		lcl|c244489_g1_i1|m.32283	
GO:0044710	single-organism metabolic process	biological_process	1E0		lcl|c222155_g2_i2|m.8140,lcl|c226739_g4_i2|m.11743,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c228830_g2_i1|m.13692,lcl|c242974_g2_i1|m.30459,lcl|c217341_g1_i2|m.5116,lcl|c230944_g4_i1|m.15814,lcl|c228940_g3_i1|m.13807,lcl|c214832_g3_i2|m.3697,lcl|c205713_g1_i1|m.1484,lcl|c237814_g2_i3|m.23786,lcl|c235079_g5_i3|m.20543,lcl|c215316_g1_i1|m.3942,lcl|c242924_g1_i1|m.30399,lcl|c234041_g5_i1|m.19364,lcl|c235769_g7_i2|m.21324,lcl|c229615_g3_i4|m.14451,lcl|c235548_g1_i1|m.21054	
GO:0005975	carbohydrate metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c231963_g1_i7|m.16837,lcl|c229615_g3_i4|m.14451,lcl|c228940_g3_i1|m.13807,lcl|c239719_g1_i1|m.26241,lcl|c214832_g3_i2|m.3697	
GO:0009056	catabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c239719_g1_i1|m.26241	
GO:0044711	single-organism biosynthetic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c234041_g5_i1|m.19364	
GO:0043648	dicarboxylic acid metabolic process	biological_process	1E0		lcl|c214832_g3_i2|m.3697	
GO:0009058	biosynthetic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399,lcl|c232541_g3_i1|m.17498,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c234041_g5_i1|m.19364,lcl|c229615_g3_i4|m.14451,lcl|c221883_g2_i12|m.7953,lcl|c240692_g2_i1|m.27612,lcl|c228940_g3_i1|m.13807,lcl|c202472_g1_i1|m.1259	
GO:0044712	single-organism catabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942	
GO:0009059	macromolecule biosynthetic process	biological_process	1E0		lcl|c232541_g3_i1|m.17498,lcl|c229615_g3_i4|m.14451,lcl|c240692_g2_i1|m.27612,lcl|c228940_g3_i1|m.13807,lcl|c202472_g1_i1|m.1259	
GO:0006518	peptide metabolic process	biological_process	1E0		lcl|c232541_g3_i1|m.17498	
GO:0032774	RNA biosynthetic process	biological_process	1E0		lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0009060	aerobic respiration	biological_process	1E0		lcl|c226739_g4_i2|m.11743	
GO:0006520	cellular amino acid metabolic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399	
GO:0010646	regulation of cell communication	biological_process	1E0		lcl|c224371_g5_i1|m.9765	
GO:0010647	positive regulation of cell communication	biological_process	1E0		lcl|c224371_g5_i1|m.9765	
GO:0071840	cellular component organization or biogenesis	biological_process	1E0		lcl|c235901_g3_i2|m.21452,lcl|c234380_g5_i3|m.19780,lcl|c229310_g3_i5|m.14142,lcl|c215492_g2_i9|m.4058,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0009064	glutamine family amino acid metabolic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399	
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0019725	cellular homeostasis	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0016043	cellular component organization	biological_process	1E0		lcl|c235901_g3_i2|m.21452,lcl|c234380_g5_i3|m.19780,lcl|c229310_g3_i5|m.14142,lcl|c215492_g2_i9|m.4058,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0032787	monocarboxylic acid metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942	
GO:0044723	single-organism carbohydrate metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c229615_g3_i4|m.14451,lcl|c228940_g3_i1|m.13807	
GO:0030641	regulation of cellular pH	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0044724	single-organism carbohydrate catabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942	
GO:0016052	carbohydrate catabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c239719_g1_i1|m.26241	
GO:0016053	organic acid biosynthetic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399	
GO:0006541	glutamine metabolic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399	
GO:0051452	intracellular pH reduction	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0006542	glutamine biosynthetic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399	
GO:0007267	cell-cell signaling	biological_process	1E0		lcl|c244489_g1_i1|m.32283	
GO:0051453	regulation of intracellular pH	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0009084	glutamine family amino acid biosynthetic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399	
GO:0019752	carboxylic acid metabolic process	biological_process	1E0		lcl|c226739_g4_i2|m.11743,lcl|c215316_g1_i1|m.3942,lcl|c242924_g1_i1|m.30399,lcl|c214832_g3_i2|m.3697	
GO:0040029	regulation of gene expression, epigenetic	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0016070	RNA metabolic process	biological_process	1E0		lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0006457	protein folding	biological_process	1E0		lcl|c221608_g1_i1|m.7755	
GO:0046483	heterocycle metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543,lcl|c218223_g3_i1|m.5642,lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c217341_g1_i2|m.5116,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0050896	response to stimulus	biological_process	1E0		lcl|c237814_g2_i3|m.23786,lcl|c222399_g1_i2|m.8304,lcl|c222155_g2_i2|m.8140,lcl|c244151_g1_i2|m.31813,lcl|c229904_g1_i2|m.14752,lcl|c243429_g2_i2|m.30976,lcl|c222937_g2_i3|m.8724,lcl|c217341_g1_i2|m.5116,lcl|c237211_g6_i4|m.23025,lcl|c228940_g3_i1|m.13807	
GO:0009100	glycoprotein metabolic process	biological_process	1E0		lcl|c229615_g3_i4|m.14451,lcl|c228940_g3_i1|m.13807	
GO:0009101	glycoprotein biosynthetic process	biological_process	1E0		lcl|c229615_g3_i4|m.14451,lcl|c228940_g3_i1|m.13807	
GO:0019219	regulation of nucleobase-containing compound metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0046496	nicotinamide nucleotide metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942	
GO:0019222	regulation of metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452,lcl|c237211_g6_i4|m.23025	
GO:0044237	cellular metabolic process	biological_process	1E0		lcl|c226739_g4_i2|m.11743,lcl|c218223_g3_i1|m.5642,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c217341_g1_i2|m.5116,lcl|c228940_g3_i1|m.13807,lcl|c214832_g3_i2|m.3697,lcl|c202472_g1_i1|m.1259,lcl|c235079_g5_i3|m.20543,lcl|c244151_g1_i2|m.31813,lcl|c215316_g1_i1|m.3942,lcl|c242924_g1_i1|m.30399,lcl|c232541_g3_i1|m.17498,lcl|c229615_g3_i4|m.14451,lcl|c240692_g2_i1|m.27612,lcl|c226454_g2_i2|m.11493	
GO:0044238	primary metabolic process	biological_process	1E0		lcl|c244489_g1_i1|m.32283,lcl|c235446_g2_i1|m.20934,lcl|c226739_g4_i2|m.11743,lcl|c243429_g2_i2|m.30976,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c217341_g1_i2|m.5116,lcl|c205713_g1_i1|m.1484,lcl|c202472_g1_i1|m.1259,lcl|c231963_g1_i7|m.16837,lcl|c232541_g3_i1|m.17498,lcl|c234041_g5_i1|m.19364,lcl|c240692_g2_i1|m.27612,lcl|c218223_g3_i1|m.5642,lcl|c229904_g1_i2|m.14752,lcl|c227887_g3_i2|m.12871,lcl|c242974_g2_i1|m.30459,lcl|c230944_g4_i1|m.15814,lcl|c228940_g3_i1|m.13807,lcl|c214832_g3_i2|m.3697,lcl|c235079_g5_i3|m.20543,lcl|c215316_g1_i1|m.3942,lcl|c242924_g1_i1|m.30399,lcl|c221694_g2_i1|m.7797,lcl|c235769_g7_i2|m.21324,lcl|c229615_g3_i4|m.14451,lcl|c239719_g1_i1|m.26241,lcl|c226454_g2_i2|m.11493	
GO:0044763	single-organism cellular process	biological_process	1E0		lcl|c222399_g1_i2|m.8304,lcl|c235901_g3_i2|m.21452,lcl|c244489_g1_i1|m.32283,lcl|c222155_g2_i2|m.8140,lcl|c226739_g4_i2|m.11743,lcl|c229904_g1_i2|m.14752,lcl|c243429_g2_i2|m.30976,lcl|c222937_g2_i3|m.8724,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c233431_g1_i6|m.18546,lcl|c217341_g1_i2|m.5116,lcl|c237211_g6_i4|m.23025,lcl|c228940_g3_i1|m.13807,lcl|c214832_g3_i2|m.3697,lcl|c237814_g2_i3|m.23786,lcl|c234322_g7_i1|m.19718,lcl|c235079_g5_i3|m.20543,lcl|c244151_g1_i2|m.31813,lcl|c215316_g1_i1|m.3942,lcl|c242924_g1_i1|m.30399,lcl|c229615_g3_i4|m.14451,lcl|c215492_g2_i9|m.4058	
GO:0009112	nucleobase metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543	
GO:0044765	single-organism transport	biological_process	1E0		lcl|c234322_g7_i1|m.19718,lcl|c227069_g2_i12|m.12102,lcl|c229310_g3_i5|m.14142	
GO:0044767	single-organism developmental process	biological_process	1E0		lcl|c244489_g1_i1|m.32283	
GO:0009116	nucleoside metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142	
GO:0009117	nucleotide metabolic process	biological_process	1E0		lcl|c235079_g5_i3|m.20543,lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765	
GO:0009119	ribonucleoside metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142	
GO:0009123	nucleoside monophosphate metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142	
GO:0044249	cellular biosynthetic process	biological_process	1E0		lcl|c242924_g1_i1|m.30399,lcl|c232541_g3_i1|m.17498,lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c229615_g3_i4|m.14451,lcl|c240692_g2_i1|m.27612,lcl|c228940_g3_i1|m.13807,lcl|c202472_g1_i1|m.1259	
GO:0009124	nucleoside monophosphate biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0009126	purine nucleoside monophosphate metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142	
GO:0009127	purine nucleoside monophosphate biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0042592	homeostatic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0009132	nucleoside diphosphate metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942	
GO:0044260	cellular macromolecule metabolic process	biological_process	1E0		lcl|c232541_g3_i1|m.17498,lcl|c229615_g3_i4|m.14451,lcl|c217341_g1_i2|m.5116,lcl|c240692_g2_i1|m.27612,lcl|c228940_g3_i1|m.13807,lcl|c202472_g1_i1|m.1259,lcl|c226454_g2_i2|m.11493	
GO:0009135	purine nucleoside diphosphate metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942	
GO:0098655	cation transmembrane transport	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0008593	regulation of Notch signaling pathway	biological_process	1E0		lcl|c224371_g5_i1|m.9765	
GO:0043170	macromolecule metabolic process	biological_process	1E0		lcl|c244489_g1_i1|m.32283,lcl|c235446_g2_i1|m.20934,lcl|c218223_g3_i1|m.5642,lcl|c229904_g1_i2|m.14752,lcl|c227887_g3_i2|m.12871,lcl|c243429_g2_i2|m.30976,lcl|c217341_g1_i2|m.5116,lcl|c228940_g3_i1|m.13807,lcl|c202472_g1_i1|m.1259,lcl|c221694_g2_i1|m.7797,lcl|c232541_g3_i1|m.17498,lcl|c229615_g3_i4|m.14451,lcl|c240692_g2_i1|m.27612,lcl|c226454_g2_i2|m.11493	
GO:0018130	heterocycle biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765,lcl|c240692_g2_i1|m.27612,lcl|c202472_g1_i1|m.1259	
GO:0030036	actin cytoskeleton organization	biological_process	1E0		lcl|c215492_g2_i9|m.4058	
GO:0098660	inorganic ion transmembrane transport	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0009141	nucleoside triphosphate metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142	
GO:0044267	cellular protein metabolic process	biological_process	1E0		lcl|c232541_g3_i1|m.17498,lcl|c229615_g3_i4|m.14451,lcl|c217341_g1_i2|m.5116,lcl|c228940_g3_i1|m.13807,lcl|c226454_g2_i2|m.11493	
GO:0009142	nucleoside triphosphate biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0098662	inorganic cation transmembrane transport	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:0007166	cell surface receptor signaling pathway	biological_process	1E0		lcl|c229904_g1_i2|m.14752,lcl|c243429_g2_i2|m.30976,lcl|c228940_g3_i1|m.13807	
GO:0009144	purine nucleoside triphosphate metabolic process	biological_process	1E0		lcl|c215316_g1_i1|m.3942,lcl|c229310_g3_i5|m.14142	
GO:0009145	purine nucleoside triphosphate biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142	
GO:1901293	nucleoside phosphate biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14142,lcl|c224371_g5_i1|m.9765	
