GO Accession	GO Name	GO Aspect	P-value (1)	P-value (2)	Protein List (1)	Protein List (2)
GO:0009987	cellular process	biological_process	1E0		lcl|c235743_g4_i1|m.21296,lcl|c241500_g1_i1|m.28663,lcl|c233048_g1_i8|m.18077,lcl|c214556_g2_i3|m.3526,lcl|c238372_g5_i2|m.24429,lcl|c221356_g3_i2|m.7588,lcl|c219556_g4_i5|m.6447,lcl|c224182_g8_i1|m.9652,lcl|c241183_g3_i1|m.28296,lcl|c243503_g5_i1|m.31038,lcl|c234080_g1_i1|m.19410,lcl|c223200_g1_i1|m.8933,lcl|c218481_g4_i6|m.5811,lcl|c230034_g1_i1|m.14877,lcl|c244145_g1_i1|m.31801,lcl|c232401_g7_i2|m.17338,lcl|c233001_g2_i4|m.18006,lcl|c228653_g2_i5|m.13498,lcl|c238111_g1_i1|m.24102,lcl|c221967_g2_i3|m.8016,lcl|c243149_g1_i2|m.30670,lcl|c218903_g1_i1|m.6054,lcl|c243086_g4_i2|m.30593,lcl|c218374_g1_i3|m.5753,lcl|c223247_g3_i6|m.8971,lcl|c225590_g2_i4|m.10752,lcl|c229561_g1_i12|m.14408,lcl|c229060_g1_i1|m.13927,lcl|c242581_g1_i1|m.29984,lcl|c237215_g1_i1|m.23031,lcl|c212826_g3_i1|m.2861,lcl|c226769_g3_i1|m.11767,lcl|c242894_g3_i1|m.30343,lcl|c234712_g2_i1|m.20167,lcl|c210724_g2_i1|m.2253,lcl|c224672_g1_i1|m.10055,lcl|c177410_g1_i1|m.597,lcl|c216702_g5_i1|m.4730,lcl|c218703_g1_i4|m.5907,lcl|c223454_g1_i3|m.9139,lcl|c225316_g3_i2|m.10516,lcl|c228113_g1_i1|m.13052,lcl|c241114_g1_i2|m.28195,lcl|c228448_g3_i1|m.13331,lcl|c239670_g2_i1|m.26141,lcl|c241148_g1_i6|m.28240,lcl|c206417_g1_i2|m.1538,lcl|c230771_g2_i1|m.15607,lcl|c219950_g4_i1|m.6653,lcl|c215492_g2_i9|m.4058,lcl|c217447_g9_i5|m.5205,lcl|c225394_g4_i2|m.10584,lcl|c212126_g1_i2|m.2626,lcl|c211022_g1_i7|m.2328,lcl|c210226_g1_i1|m.2139,lcl|c238581_g1_i1|m.24692,lcl|c236134_g1_i2|m.21741,lcl|c234789_g3_i1|m.20259,lcl|c230032_g6_i1|m.14874,lcl|c237832_g1_i6|m.23803,lcl|c234955_g3_i3|m.20445,lcl|c234352_g2_i1|m.19757,lcl|c217096_g5_i1|m.4965,lcl|c209513_g1_i2|m.1987,lcl|c241909_g2_i2|m.29132,lcl|c244474_g3_i1|m.32253,lcl|c228038_g3_i1|m.12994,lcl|c215397_g1_i1|m.4004,lcl|c188047_g2_i2|m.760,lcl|c242193_g2_i1|m.29501,lcl|c237191_g2_i5|m.23010,lcl|c222929_g2_i3|m.8717,lcl|c232274_g1_i2|m.17209,lcl|c240688_g3_i1|m.27609,lcl|c244255_g3_i1|m.31943,lcl|c217573_g1_i1|m.5252,lcl|c222355_g2_i4|m.8274,lcl|c244151_g1_i2|m.31813,lcl|c227202_g1_i3|m.12234,lcl|c224534_g1_i4|m.9895,lcl|c217816_g7_i5|m.5372,lcl|c224289_g1_i1|m.9705,lcl|c243506_g1_i6|m.31041,lcl|c210478_g1_i4|m.2192,lcl|c238919_g4_i6|m.25079,lcl|c225618_g2_i6|m.10783,lcl|c220936_g1_i1|m.7247,lcl|c223077_g2_i1|m.8858,lcl|c218119_g1_i3|m.5570,lcl|c226189_g2_i2|m.11277,lcl|c238490_g5_i3|m.24584,lcl|c225931_g4_i1|m.11061,lcl|c235649_g2_i5|m.21175,lcl|c236486_g1_i1|m.22162,lcl|c238826_g2_i1|m.24957,lcl|c220638_g5_i1|m.7054,lcl|c239860_g1_i2|m.26443,lcl|c243554_g1_i5|m.31071,lcl|c218820_g4_i2|m.5974,lcl|c221753_g3_i7|m.7844,lcl|c234851_g1_i2|m.20336,lcl|c231281_g6_i3|m.16097,lcl|c221482_g1_i3|m.7664,lcl|c235095_g3_i4|m.20556,lcl|c227206_g2_i7|m.12247,lcl|c231068_g6_i2|m.15939	
GO:0019941	modification-dependent protein catabolic process	biological_process	1E0		lcl|c216702_g5_i1|m.4730,lcl|c235649_g2_i5|m.21175,lcl|c223200_g1_i1|m.8933,lcl|c212126_g1_i2|m.2626,lcl|c224182_g8_i1|m.9652	
GO:0006376	mRNA splice site selection	biological_process	1E0		lcl|c235095_g3_i4|m.20556	
GO:0070150	mitochondrial glycyl-tRNA aminoacylation	biological_process	1E0		lcl|c243503_g5_i1|m.31038	
GO:0048583	regulation of response to stimulus	biological_process	1E0		lcl|c230632_g1_i6|m.15498	
GO:0048585	negative regulation of response to stimulus	biological_process	1E0		lcl|c230632_g1_i6|m.15498	
GO:0006396	RNA processing	biological_process	1E0		lcl|c230032_g6_i1|m.14874,lcl|c225931_g4_i1|m.11061,lcl|c235095_g3_i4|m.20556	
GO:0006397	mRNA processing	biological_process	1E0		lcl|c225931_g4_i1|m.11061,lcl|c235095_g3_i4|m.20556	
GO:0015908	fatty acid transport	biological_process	1E0		lcl|c209513_g1_i2|m.1987	
GO:0006399	tRNA metabolic process	biological_process	1E0		lcl|c233048_g1_i8|m.18077,lcl|c225316_g3_i2|m.10516,lcl|c243503_g5_i1|m.31038	
GO:0015909	long-chain fatty acid transport	biological_process	1E0		lcl|c209513_g1_i2|m.1987	
GO:0015914	phospholipid transport	biological_process	1E0		lcl|c235526_g4_i1|m.21004	
GO:0006412	translation	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c230034_g1_i1|m.14877,lcl|c218703_g1_i4|m.5907,lcl|c233048_g1_i8|m.18077,lcl|c215397_g1_i1|m.4004,lcl|c214556_g2_i3|m.3526,lcl|c225316_g3_i2|m.10516,lcl|c211022_g1_i7|m.2328,lcl|c232401_g7_i2|m.17338,lcl|c218820_g4_i2|m.5974,lcl|c243503_g5_i1|m.31038,lcl|c223077_g2_i1|m.8858,lcl|c223200_g1_i1|m.8933,lcl|c206417_g1_i2|m.1538,lcl|c237832_g1_i6|m.23803,lcl|c218481_g4_i6|m.5811	
GO:0006413	translational initiation	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c206417_g1_i2|m.1538,lcl|c237832_g1_i6|m.23803,lcl|c214556_g2_i3|m.3526,lcl|c218820_g4_i2|m.5974	
GO:0006414	translational elongation	biological_process	1E0		lcl|c223200_g1_i1|m.8933,lcl|c223077_g2_i1|m.8858	
GO:0000245	spliceosomal complex assembly	biological_process	1E0		lcl|c235095_g3_i4|m.20556	
GO:0006417	regulation of translation	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c214556_g2_i3|m.3526,lcl|c223077_g2_i1|m.8858	
GO:0006418	tRNA aminoacylation for protein translation	biological_process	1E0		lcl|c233048_g1_i8|m.18077,lcl|c225316_g3_i2|m.10516,lcl|c243503_g5_i1|m.31038	
GO:0044085	cellular component biogenesis	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c230034_g1_i1|m.14877,lcl|c214556_g2_i3|m.3526,lcl|c227202_g1_i3|m.12234,lcl|c234851_g1_i2|m.20336,lcl|c218820_g4_i2|m.5974,lcl|c235095_g3_i4|m.20556,lcl|c217447_g9_i5|m.5205	
GO:0017148	negative regulation of translation	biological_process	1E0		lcl|c237832_g1_i6|m.23803	
GO:0044087	regulation of cellular component biogenesis	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c225590_g2_i4|m.10752	
GO:0010033	response to organic substance	biological_process	1E0		lcl|c243554_g1_i5|m.31071	
GO:0044089	positive regulation of cellular component biogenesis	biological_process	1E0		lcl|c221753_g3_i7|m.7844,lcl|c225590_g2_i4|m.10752	
GO:0006426	glycyl-tRNA aminoacylation	biological_process	1E0		lcl|c243503_g5_i1|m.31038	
GO:0044092	negative regulation of molecular function	biological_process	1E0		lcl|c239275_g1_i1|m.25549,lcl|c242001_g1_i2|m.29236	
GO:0044093	positive regulation of molecular function	biological_process	1E0		lcl|c238591_g4_i10|m.24704	
GO:0046364	monosaccharide biosynthetic process	biological_process	1E0		lcl|c230771_g2_i1|m.15607,lcl|c224672_g1_i1|m.10055,lcl|c236134_g1_i2|m.21741	
GO:0046365	monosaccharide catabolic process	biological_process	1E0		lcl|c217816_g7_i5|m.5372	
GO:0006432	phenylalanyl-tRNA aminoacylation	biological_process	1E0		lcl|c225316_g3_i2|m.10516	
GO:0006435	threonyl-tRNA aminoacylation	biological_process	1E0		lcl|c233048_g1_i8|m.18077	
GO:1901135	carbohydrate derivative metabolic process	biological_process	1E0		lcl|c241500_g1_i1|m.28663,lcl|c223454_g1_i3|m.9139,lcl|c230771_g2_i1|m.15607,lcl|c241114_g1_i2|m.28195,lcl|c223247_g3_i6|m.8971,lcl|c210226_g1_i1|m.2139,lcl|c229561_g1_i12|m.14408,lcl|c240688_g3_i1|m.27609,lcl|c231281_g6_i3|m.16097,lcl|c220936_g1_i1|m.7247	
GO:0044106	cellular amine metabolic process	biological_process	1E0		lcl|c238490_g5_i3|m.24584	
GO:1901137	carbohydrate derivative biosynthetic process	biological_process	1E0		lcl|c241500_g1_i1|m.28663,lcl|c223454_g1_i3|m.9139,lcl|c230771_g2_i1|m.15607,lcl|c210226_g1_i1|m.2139,lcl|c229561_g1_i12|m.14408,lcl|c231281_g6_i3|m.16097	
GO:0006446	regulation of translational initiation	biological_process	1E0		lcl|c237832_g1_i6|m.23803,lcl|c214556_g2_i3|m.3526	
GO:0006448	regulation of translational elongation	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0006449	regulation of translational termination	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0006452	translational frameshifting	biological_process	1E0		lcl|c223077_g2_i1|m.8858	
GO:0006458	'de novo' protein folding	biological_process	1E0		lcl|c243554_g1_i5|m.31071	
GO:0006461	protein complex assembly	biological_process	1E0		lcl|c227202_g1_i3|m.12234,lcl|c234851_g1_i2|m.20336,lcl|c217447_g9_i5|m.5205	
GO:0051131	chaperone-mediated protein complex assembly	biological_process	1E0		lcl|c227202_g1_i3|m.12234	
GO:0006464	cellular protein modification process	biological_process	1E0		lcl|c228038_g3_i1|m.12994,lcl|c235649_g2_i5|m.21175,lcl|c241500_g1_i1|m.28663,lcl|c242193_g2_i1|m.29501,lcl|c221356_g3_i2|m.7588,lcl|c222929_g2_i3|m.8717,lcl|c241183_g3_i1|m.28296,lcl|c228653_g2_i5|m.13498,lcl|c228448_g3_i1|m.13331,lcl|c234080_g1_i1|m.19410,lcl|c217573_g1_i1|m.5252,lcl|c210724_g2_i1|m.2253,lcl|c222355_g2_i4|m.8274,lcl|c209513_g1_i2|m.1987,lcl|c219950_g4_i1|m.6653	
GO:0046390	ribose phosphate biosynthetic process	biological_process	1E0		lcl|c223454_g1_i3|m.9139,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0006468	protein phosphorylation	biological_process	1E0		lcl|c210724_g2_i1|m.2253,lcl|c222355_g2_i4|m.8274,lcl|c219950_g4_i1|m.6653,lcl|c228653_g2_i5|m.13498	
GO:0046394	carboxylic acid biosynthetic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0046395	carboxylic acid catabolic process	biological_process	1E0		lcl|c188047_g2_i2|m.760	
GO:1900115	extracellular regulation of signal transduction	biological_process	1E0		lcl|c230632_g1_i6|m.15498	
GO:0006470	protein dephosphorylation	biological_process	1E0		lcl|c209513_g1_i2|m.1987	
GO:1900116	extracellular negative regulation of signal transduction	biological_process	1E0		lcl|c230632_g1_i6|m.15498	
GO:0045333	cellular respiration	biological_process	1E0		lcl|c218903_g1_i1|m.6054,lcl|c210478_g1_i4|m.2192,lcl|c241114_g1_i2|m.28195,lcl|c226769_g3_i1|m.11767,lcl|c221482_g1_i3|m.7664,lcl|c234789_g3_i1|m.20259,lcl|c220936_g1_i1|m.7247,lcl|c227206_g2_i7|m.12247	
GO:0043038	amino acid activation	biological_process	1E0		lcl|c233048_g1_i8|m.18077,lcl|c225316_g3_i2|m.10516,lcl|c243503_g5_i1|m.31038	
GO:0043039	tRNA aminoacylation	biological_process	1E0		lcl|c233048_g1_i8|m.18077,lcl|c225316_g3_i2|m.10516,lcl|c243503_g5_i1|m.31038	
GO:0015980	energy derivation by oxidation of organic compounds	biological_process	1E0		lcl|c218903_g1_i1|m.6054,lcl|c210478_g1_i4|m.2192,lcl|c241114_g1_i2|m.28195,lcl|c226769_g3_i1|m.11767,lcl|c221482_g1_i3|m.7664,lcl|c234789_g3_i1|m.20259,lcl|c220936_g1_i1|m.7247,lcl|c227206_g2_i7|m.12247	
GO:0015992	proton transport	biological_process	1E0		lcl|c235743_g4_i1|m.21296,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0043043	peptide biosynthetic process	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c230034_g1_i1|m.14877,lcl|c218703_g1_i4|m.5907,lcl|c233048_g1_i8|m.18077,lcl|c215397_g1_i1|m.4004,lcl|c214556_g2_i3|m.3526,lcl|c225316_g3_i2|m.10516,lcl|c211022_g1_i7|m.2328,lcl|c232401_g7_i2|m.17338,lcl|c218820_g4_i2|m.5974,lcl|c243503_g5_i1|m.31038,lcl|c223077_g2_i1|m.8858,lcl|c223200_g1_i1|m.8933,lcl|c206417_g1_i2|m.1538,lcl|c237832_g1_i6|m.23803,lcl|c218481_g4_i6|m.5811	
GO:0006486	protein glycosylation	biological_process	1E0		lcl|c241500_g1_i1|m.28663	
GO:0050789	regulation of biological process	biological_process	1E0		lcl|c204019_g3_i1|m.1367,lcl|c214556_g2_i3|m.3526,lcl|c223077_g2_i1|m.8858,lcl|c223425_g3_i3|m.9106,lcl|c237832_g1_i6|m.23803,lcl|c238591_g4_i10|m.24704,lcl|c217096_g5_i1|m.4965,lcl|c223433_g6_i1|m.9115,lcl|c177410_g1_i1|m.597,lcl|c242001_g1_i2|m.29236,lcl|c244474_g3_i1|m.32253,lcl|c231634_g1_i2|m.16472,lcl|c230632_g1_i6|m.15498,lcl|c228453_g2_i2|m.13342,lcl|c232401_g7_i2|m.17338,lcl|c244255_g3_i1|m.31943,lcl|c239275_g1_i1|m.25549,lcl|c243086_g4_i2|m.30593,lcl|c221753_g3_i7|m.7844,lcl|c224263_g3_i3|m.9691,lcl|c222355_g2_i4|m.8274,lcl|c244151_g1_i2|m.31813,lcl|c204019_g1_i1|m.1366,lcl|c225590_g2_i4|m.10752,lcl|c235095_g3_i4|m.20556	
GO:0072329	monocarboxylic acid catabolic process	biological_process	1E0		lcl|c188047_g2_i2|m.760	
GO:0060964	regulation of gene silencing by miRNA	biological_process	1E0		lcl|c231634_g1_i2|m.16472	
GO:0015985	energy coupled proton transport, down electrochemical gradient	biological_process	1E0		lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0050790	regulation of catalytic activity	biological_process	1E0		lcl|c239275_g1_i1|m.25549,lcl|c238591_g4_i10|m.24704,lcl|c224263_g3_i3|m.9691,lcl|c242001_g1_i2|m.29236	
GO:0015986	ATP synthesis coupled proton transport	biological_process	1E0		lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0060966	regulation of gene silencing by RNA	biological_process	1E0		lcl|c231634_g1_i2|m.16472	
GO:0050794	regulation of cellular process	biological_process	1E0		lcl|c204019_g3_i1|m.1367,lcl|c214556_g2_i3|m.3526,lcl|c231634_g1_i2|m.16472,lcl|c230632_g1_i6|m.15498,lcl|c228453_g2_i2|m.13342,lcl|c232401_g7_i2|m.17338,lcl|c244255_g3_i1|m.31943,lcl|c223077_g2_i1|m.8858,lcl|c239275_g1_i1|m.25549,lcl|c243086_g4_i2|m.30593,lcl|c221753_g3_i7|m.7844,lcl|c223425_g3_i3|m.9106,lcl|c237832_g1_i6|m.23803,lcl|c222355_g2_i4|m.8274,lcl|c244151_g1_i2|m.31813,lcl|c217096_g5_i1|m.4965,lcl|c223433_g6_i1|m.9115,lcl|c177410_g1_i1|m.597,lcl|c204019_g1_i1|m.1366,lcl|c225590_g2_i4|m.10752,lcl|c242001_g1_i2|m.29236,lcl|c244474_g3_i1|m.32253,lcl|c235095_g3_i4|m.20556	
GO:0060968	regulation of gene silencing	biological_process	1E0		lcl|c231634_g1_i2|m.16472	
GO:0072350	tricarboxylic acid metabolic process	biological_process	1E0		lcl|c218903_g1_i1|m.6054,lcl|c210478_g1_i4|m.2192,lcl|c226769_g3_i1|m.11767,lcl|c221482_g1_i3|m.7664,lcl|c234789_g3_i1|m.20259,lcl|c227206_g2_i7|m.12247	
GO:0055085	transmembrane transport	biological_process	1E0		lcl|c235743_g4_i1|m.21296,lcl|c233001_g2_i4|m.18006,lcl|c210226_g1_i1|m.2139,lcl|c231281_g6_i3|m.16097	
GO:0055086	nucleobase-containing small molecule metabolic process	biological_process	1E0		lcl|c223454_g1_i3|m.9139,lcl|c230771_g2_i1|m.15607,lcl|c241114_g1_i2|m.28195,lcl|c223247_g3_i6|m.8971,lcl|c210226_g1_i1|m.2139,lcl|c240688_g3_i1|m.27609,lcl|c231281_g6_i3|m.16097,lcl|c220936_g1_i1|m.7247,lcl|c229060_g1_i1|m.13927	
GO:0006508	proteolysis	biological_process	1E0		lcl|c216702_g5_i1|m.4730,lcl|c235649_g2_i5|m.21175,lcl|c204019_g3_i1|m.1367,lcl|c212126_g1_i2|m.2626,lcl|c216377_g1_i3|m.4559,lcl|c224182_g8_i1|m.9652,lcl|c243222_g3_i1|m.30722,lcl|c225618_g2_i6|m.10783,lcl|c235481_g2_i1|m.20956,lcl|c243149_g1_i2|m.30670,lcl|c218119_g1_i3|m.5570,lcl|c223200_g1_i1|m.8933,lcl|c209946_g1_i6|m.2078,lcl|c223425_g3_i3|m.9106,lcl|c223433_g6_i1|m.9115,lcl|c223901_g5_i2|m.9467,lcl|c204019_g1_i1|m.1366	
GO:0070271	protein complex biogenesis	biological_process	1E0		lcl|c227202_g1_i3|m.12234,lcl|c234851_g1_i2|m.20336,lcl|c217447_g9_i5|m.5205	
GO:0016485	protein processing	biological_process	1E0		lcl|c225618_g2_i6|m.10783	
GO:0051603	proteolysis involved in cellular protein catabolic process	biological_process	1E0		lcl|c216702_g5_i1|m.4730,lcl|c218119_g1_i3|m.5570,lcl|c235649_g2_i5|m.21175,lcl|c223200_g1_i1|m.8933,lcl|c212126_g1_i2|m.2626,lcl|c224182_g8_i1|m.9652,lcl|c243149_g1_i2|m.30670	
GO:0006511	ubiquitin-dependent protein catabolic process	biological_process	1E0		lcl|c216702_g5_i1|m.4730,lcl|c235649_g2_i5|m.21175,lcl|c223200_g1_i1|m.8933,lcl|c212126_g1_i2|m.2626,lcl|c224182_g8_i1|m.9652	
GO:0009056	catabolic process	biological_process	1E0		lcl|c216702_g5_i1|m.4730,lcl|c235649_g2_i5|m.21175,lcl|c212126_g1_i2|m.2626,lcl|c188047_g2_i2|m.760,lcl|c224182_g8_i1|m.9652,lcl|c238111_g1_i1|m.24102,lcl|c243149_g1_i2|m.30670,lcl|c218119_g1_i3|m.5570,lcl|c223200_g1_i1|m.8933,lcl|c230771_g2_i1|m.15607,lcl|c223433_g6_i1|m.9115,lcl|c204019_g1_i1|m.1366,lcl|c209513_g1_i2|m.1987,lcl|c217816_g7_i5|m.5372	
GO:0009057	macromolecule catabolic process	biological_process	1E0		lcl|c216702_g5_i1|m.4730,lcl|c218119_g1_i3|m.5570,lcl|c235649_g2_i5|m.21175,lcl|c223200_g1_i1|m.8933,lcl|c212126_g1_i2|m.2626,lcl|c223433_g6_i1|m.9115,lcl|c204019_g1_i1|m.1366,lcl|c224182_g8_i1|m.9652,lcl|c243149_g1_i2|m.30670	
GO:0009058	biosynthetic process	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c241500_g1_i1|m.28663,lcl|c233048_g1_i8|m.18077,lcl|c214556_g2_i3|m.3526,lcl|c237215_g1_i1|m.23031,lcl|c211022_g1_i7|m.2328,lcl|c219556_g4_i5|m.6447,lcl|c210226_g1_i1|m.2139,lcl|c241183_g3_i1|m.28296,lcl|c243935_g1_i3|m.31546,lcl|c236134_g1_i2|m.21741,lcl|c243503_g5_i1|m.31038,lcl|c223077_g2_i1|m.8858,lcl|c223200_g1_i1|m.8933,lcl|c237832_g1_i6|m.23803,lcl|c226189_g2_i2|m.11277,lcl|c218481_g4_i6|m.5811,lcl|c238490_g5_i3|m.24584,lcl|c224672_g1_i1|m.10055,lcl|c230034_g1_i1|m.14877,lcl|c218703_g1_i4|m.5907,lcl|c223454_g1_i3|m.9139,lcl|c215397_g1_i1|m.4004,lcl|c239860_g1_i2|m.26443,lcl|c225316_g3_i2|m.10516,lcl|c228113_g1_i1|m.13052,lcl|c232401_g7_i2|m.17338,lcl|c218820_g4_i2|m.5974,lcl|c206417_g1_i2|m.1538,lcl|c230771_g2_i1|m.15607,lcl|c229561_g1_i12|m.14408,lcl|c231281_g6_i3|m.16097,lcl|c229060_g1_i1|m.13927	
GO:0009059	macromolecule biosynthetic process	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c241500_g1_i1|m.28663,lcl|c230034_g1_i1|m.14877,lcl|c218703_g1_i4|m.5907,lcl|c233048_g1_i8|m.18077,lcl|c215397_g1_i1|m.4004,lcl|c214556_g2_i3|m.3526,lcl|c225316_g3_i2|m.10516,lcl|c211022_g1_i7|m.2328,lcl|c232401_g7_i2|m.17338,lcl|c218820_g4_i2|m.5974,lcl|c243503_g5_i1|m.31038,lcl|c223077_g2_i1|m.8858,lcl|c223200_g1_i1|m.8933,lcl|c206417_g1_i2|m.1538,lcl|c237832_g1_i6|m.23803,lcl|c226189_g2_i2|m.11277,lcl|c218481_g4_i6|m.5811	
GO:0006518	peptide metabolic process	biological_process	1E0		lcl|c224289_g1_i1|m.9705,lcl|c230034_g1_i1|m.14877,lcl|c218703_g1_i4|m.5907,lcl|c233048_g1_i8|m.18077,lcl|c215397_g1_i1|m.4004,lcl|c214556_g2_i3|m.3526,lcl|c225316_g3_i2|m.10516,lcl|c211022_g1_i7|m.2328,lcl|c232401_g7_i2|m.17338,lcl|c218820_g4_i2|m.5974,lcl|c243503_g5_i1|m.31038,lcl|c223077_g2_i1|m.8858,lcl|c223200_g1_i1|m.8933,lcl|c206417_g1_i2|m.1538,lcl|c237832_g1_i6|m.23803,lcl|c218481_g4_i6|m.5811	
GO:0006520	cellular amino acid metabolic process	biological_process	1E0		lcl|c233048_g1_i8|m.18077,lcl|c237215_g1_i1|m.23031,lcl|c225316_g3_i2|m.10516,lcl|c228113_g1_i1|m.13052,lcl|c234352_g2_i1|m.19757,lcl|c243503_g5_i1|m.31038	
GO:0009060	aerobic respiration	biological_process	1E0		lcl|c218903_g1_i1|m.6054,lcl|c210478_g1_i4|m.2192,lcl|c226769_g3_i1|m.11767,lcl|c221482_g1_i3|m.7664,lcl|c234789_g3_i1|m.20259,lcl|c227206_g2_i7|m.12247	
GO:0043085	positive regulation of catalytic activity	biological_process	1E0		lcl|c238591_g4_i10|m.24704	
GO:0043086	negative regulation of catalytic activity	biological_process	1E0		lcl|c239275_g1_i1|m.25549,lcl|c242001_g1_i2|m.29236	
GO:0009062	fatty acid catabolic process	biological_process	1E0		lcl|c188047_g2_i2|m.760	
GO:0009064	glutamine family amino acid metabolic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0009066	aspartate family amino acid metabolic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0009067	aspartate family amino acid biosynthetic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0016042	lipid catabolic process	biological_process	1E0		lcl|c188047_g2_i2|m.760,lcl|c209513_g1_i2|m.1987	
GO:0016043	cellular component organization	biological_process	1E0		lcl|c225394_g4_i2|m.10584,lcl|c224289_g1_i1|m.9705,lcl|c244145_g1_i1|m.31801,lcl|c214556_g2_i3|m.3526,lcl|c212826_g3_i1|m.2861,lcl|c218820_g4_i2|m.5974,lcl|c225618_g2_i6|m.10783,lcl|c238581_g1_i1|m.24692,lcl|c243503_g5_i1|m.31038,lcl|c221753_g3_i7|m.7844,lcl|c234712_g2_i1|m.20167,lcl|c227202_g1_i3|m.12234,lcl|c224534_g1_i4|m.9895,lcl|c234851_g1_i2|m.20336,lcl|c225590_g2_i4|m.10752,lcl|c215492_g2_i9|m.4058,lcl|c235095_g3_i4|m.20556,lcl|c217447_g9_i5|m.5205	
GO:0006528	asparagine metabolic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0032787	monocarboxylic acid metabolic process	biological_process	1E0		lcl|c230771_g2_i1|m.15607,lcl|c188047_g2_i2|m.760,lcl|c240688_g3_i1|m.27609,lcl|c236134_g1_i2|m.21741	
GO:0006529	asparagine biosynthetic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0016050	vesicle organization	biological_process	1E0		lcl|c217447_g9_i5|m.5205	
GO:0016051	carbohydrate biosynthetic process	biological_process	1E0		lcl|c230771_g2_i1|m.15607,lcl|c224672_g1_i1|m.10055,lcl|c236134_g1_i2|m.21741	
GO:0016052	carbohydrate catabolic process	biological_process	1E0		lcl|c230771_g2_i1|m.15607,lcl|c217816_g7_i5|m.5372	
GO:0016053	organic acid biosynthetic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0061024	membrane organization	biological_process	1E0		lcl|c225394_g4_i2|m.10584,lcl|c224534_g1_i4|m.9895,lcl|c217447_g9_i5|m.5205	
GO:0016054	organic acid catabolic process	biological_process	1E0		lcl|c188047_g2_i2|m.760	
GO:1903311	regulation of mRNA metabolic process	biological_process	1E0		lcl|c235095_g3_i4|m.20556	
GO:0018065	protein-cofactor linkage	biological_process	1E0		lcl|c241183_g3_i1|m.28296	
GO:0006541	glutamine metabolic process	biological_process	1E0		lcl|c237215_g1_i1|m.23031	
GO:0016070	RNA metabolic process	biological_process	1E0		lcl|c230032_g6_i1|m.14874,lcl|c233048_g1_i8|m.18077,lcl|c225316_g3_i2|m.10516,lcl|c225931_g4_i1|m.11061,lcl|c235095_g3_i4|m.20556,lcl|c243503_g5_i1|m.31038	
GO:0016071	mRNA metabolic process	biological_process	1E0		lcl|c225931_g4_i1|m.11061,lcl|c235095_g3_i4|m.20556	
GO:0000375	RNA splicing, via transesterification reactions	biological_process	1E0		lcl|c225931_g4_i1|m.11061,lcl|c235095_g3_i4|m.20556	
GO:0046483	heterocycle metabolic process	biological_process	1E0		lcl|c241500_g1_i1|m.28663,lcl|c233048_g1_i8|m.18077,lcl|c242581_g1_i1|m.29984,lcl|c223454_g1_i3|m.9139,lcl|c225316_g3_i2|m.10516,lcl|c241114_g1_i2|m.28195,lcl|c210226_g1_i1|m.2139,lcl|c224182_g8_i1|m.9652,lcl|c240688_g3_i1|m.27609,lcl|c241183_g3_i1|m.28296,lcl|c220936_g1_i1|m.7247,lcl|c243503_g5_i1|m.31038,lcl|c230032_g6_i1|m.14874,lcl|c226189_g2_i2|m.11277,lcl|c230771_g2_i1|m.15607,lcl|c223247_g3_i6|m.8971,lcl|c225931_g4_i1|m.11061,lcl|c231281_g6_i3|m.16097,lcl|c235095_g3_i4|m.20556,lcl|c229060_g1_i1|m.13927	
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological_process	1E0		lcl|c225931_g4_i1|m.11061,lcl|c235095_g3_i4|m.20556	
GO:0046486	glycerolipid metabolic process	biological_process	1E0		lcl|c229561_g1_i12|m.14408	
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	biological_process	1E0		lcl|c235095_g3_i4|m.20556	
