GO Accession	GO Name	GO Aspect	P-value (1)	P-value (2)	Protein List (1)	Protein List (2)
GO:0007154	cell communication	biological_process	1E0		lcl|c243429_g2_i2|m.30976	
GO:0098655	cation transmembrane transport	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0044260	cellular macromolecule metabolic process	biological_process	1E0		lcl|c232541_g3_i1|m.17498,lcl|c240692_g2_i1|m.27612	
GO:0043170	macromolecule metabolic process	biological_process	1E0		lcl|c231430_g2_i12|m.16236,lcl|c218223_g3_i1|m.5642,lcl|c243429_g2_i2|m.30976,lcl|c232541_g3_i1|m.17498,lcl|c240692_g2_i1|m.27612	
GO:0018130	heterocycle biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143,lcl|c240692_g2_i1|m.27612	
GO:0030036	actin cytoskeleton organization	biological_process	1E0		lcl|c222555_g2_i4|m.8428	
GO:0098660	inorganic ion transmembrane transport	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0009141	nucleoside triphosphate metabolic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0009142	nucleoside triphosphate biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0098662	inorganic cation transmembrane transport	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0044267	cellular protein metabolic process	biological_process	1E0		lcl|c232541_g3_i1|m.17498	
GO:0007166	cell surface receptor signaling pathway	biological_process	1E0		lcl|c243429_g2_i2|m.30976	
GO:0009144	purine nucleoside triphosphate metabolic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0009145	purine nucleoside triphosphate biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:1901293	nucleoside phosphate biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0044271	cellular nitrogen compound biosynthetic process	biological_process	1E0		lcl|c232541_g3_i1|m.17498,lcl|c229310_g3_i5|m.14143,lcl|c240692_g2_i1|m.27612	
GO:0008610	lipid biosynthetic process	biological_process	1E0		lcl|c234041_g5_i1|m.19364	
GO:0044272	sulfur compound biosynthetic process	biological_process	1E0		lcl|c227188_g1_i3|m.12224	
GO:0009150	purine ribonucleotide metabolic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0009152	purine ribonucleotide biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0044281	small molecule metabolic process	biological_process	1E0		lcl|c223345_g3_i1|m.9044,lcl|c229310_g3_i5|m.14143,lcl|c223351_g1_i1|m.9046,lcl|c227188_g1_i3|m.12224	
GO:0009156	ribonucleoside monophosphate biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0046034	ATP metabolic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0009161	ribonucleoside monophosphate metabolic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0001990	regulation of systemic arterial blood pressure by hormone	biological_process	1E0		lcl|c231430_g2_i12|m.16236	
GO:0001991	regulation of systemic arterial blood pressure by circulatory renin-angiotensin	biological_process	1E0		lcl|c231430_g2_i12|m.16236	
GO:0003073	regulation of systemic arterial blood pressure	biological_process	1E0		lcl|c231430_g2_i12|m.16236	
GO:0009163	nucleoside biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0006082	organic acid metabolic process	biological_process	1E0		lcl|c223345_g3_i1|m.9044,lcl|c223351_g1_i1|m.9046,lcl|c227188_g1_i3|m.12224	
GO:0009165	nucleotide biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0009167	purine ribonucleoside monophosphate metabolic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0006084	acetyl-CoA metabolic process	biological_process	1E0		lcl|c227188_g1_i3|m.12224	
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0006085	acetyl-CoA biosynthetic process	biological_process	1E0		lcl|c227188_g1_i3|m.12224	
GO:0006086	acetyl-CoA biosynthetic process from pyruvate	biological_process	1E0		lcl|c227188_g1_i3|m.12224	
GO:0006629	lipid metabolic process	biological_process	1E0		lcl|c234041_g5_i1|m.19364,lcl|c242974_g2_i1|m.30459	
GO:0006090	pyruvate metabolic process	biological_process	1E0		lcl|c227188_g1_i3|m.12224	
GO:0002002	regulation of angiotensin levels in blood	biological_process	1E0		lcl|c231430_g2_i12|m.16236	
GO:0002003	angiotensin maturation	biological_process	1E0		lcl|c231430_g2_i12|m.16236	
GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	biological_process	1E0		lcl|c231430_g2_i12|m.16236	
GO:0006637	acyl-CoA metabolic process	biological_process	1E0		lcl|c227188_g1_i3|m.12224	
GO:0072521	purine-containing compound metabolic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0072522	purine-containing compound biosynthetic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0031323	regulation of cellular metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0031324	negative regulation of cellular metabolic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0055114	oxidation-reduction process	biological_process	1E0		lcl|c223345_g3_i1|m.9044,lcl|c234041_g5_i1|m.19364,lcl|c223351_g1_i1|m.9046,lcl|c227188_g1_i3|m.12224,lcl|c228728_g1_i4|m.13597	
GO:0031326	regulation of cellular biosynthetic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
GO:0009199	ribonucleoside triphosphate metabolic process	biological_process	1E0		lcl|c229310_g3_i5|m.14143	
GO:0031327	negative regulation of cellular biosynthetic process	biological_process	1E0		lcl|c235901_g3_i2|m.21452	
